CITATIONS,TECTONIC SETTING,LOCATION,LOCATION COMMENT,LATITUDE MIN,LATITUDE MAX,LONGITUDE MIN,LONGITUDE MAX,LAND OR SEA,ELEVATION MIN,ELEVATION MAX,SAMPLE NAME,ROCK NAME,MIN. AGE (YRS.),MAX. AGE (YRS.),GEOL.,AGE,ERUPTION DAY,ERUPTION MONTH,ERUPTION YEAR,ROCK TEXTURE,ROCK TYPE,DRILL DEPTH MIN,DRILL DEPTHAX,ALTERATION,MINERAL,MATERIAL,SIO2(WT%),TIO2(WT%),B2O3(WT%),AL2O3(WT%),CR2O3(WT%),FE2O3(WT%),FEO(WT%),FEOT(WT%),CAO(WT%),MGO(WT%),MNO(WT%),NIO(WT%),K2O(WT%),NA2O(WT%),P2O5(WT%),H2O(WT%),H2OP(WT%),H2OM(WT%),H2OT(WT%),CO2(WT%),CO1(WT%),F(WT%),CL(WT%),CL2(WT%),OH(WT%),CH4(WT%),SO2(WT%),SO3(WT%),SO4(WT%),S(WT%),LOI(WT%),VOLATILES(WT%),O(WT%),OTHERS(WT%),HE(CCM/G),HE(CCMSTP/G),HE3(CCMSTP/G),HE3(AT/G),HE4(CCM/G),HE4(CCMSTP/G),HE4(AT/G),HE4(MOLE/G),HE4(NCC/G),HE(NCC/G),LI(PPM),BE(PPM),B(PPM),C(PPM),CO2(PPM),F(PPM),NA(PPM),MG(PPM),AL(PPM),P(PPM),S(PPM),CL(PPM),K(PPM),CA(PPM),SC(PPM),TI(PPM),V(PPM),CR(PPM),MN(PPM),FE(PPM),CO(PPM),NI(PPM),CU(PPM),ZN(PPM),GA(PPM),GE(PPM),AS(PPM),SE(PPM),BR(PPM),RB(PPM),SR(PPM),Y(PPM),ZR(PPM),NB(PPM),MO(PPM),RU(PPM),RH(PPM),PD(PPM),AG(PPM),CD(PPM),IN(PPM),SN(PPM),SB(PPM),TE(PPM),I(PPM),CS(PPM),BA(PPM),LA(PPM),CE(PPM),PR(PPM),ND(PPM),SM(PPM),EU(PPM),GD(PPM),TB(PPM),DY(PPM),HO(PPM),ER(PPM),TM(PPM),YB(PPM),LU(PPM),HF(PPM),TA(PPM),W(PPM),RE(PPM),OS(PPM),IR(PPM),PT(PPM),AU(PPM),HG(PPM),TL(PPM),PB(PPM),BI(PPM),TH(PPM),U(PPM),ND143_ND144,ND143_ND144_INI,EPSILON_ND,SR87_SR86,SR87_SR86_INI,PB206_PB204,PB206_PB204_INI,PB207_PB204,PB207_PB204_INI,PB208_PB204,PB208_PB204_INI,OS184_OS188,OS186_OS188,OS187_OS186,OS187_OS188,RE187_OS186,RE187_OS188,HF176_HF177,HE3_HE4,HE3_HE4(R/R(A)),HE4_HE3,HE4_HE3(R/R(A)),K40_AR40,AR40_K40,UNIQUE_ID
[4687],CONVERGENT MARGIN,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / QUIMSACOCHA,,-3.033,-3.034,-79.23,-79.24,SAE,,,s_QC-249 [4687],ADAKITE [4687],,,,,,,,,VOL,,,,,WR [4687] ,58.85,0.89,,18.2,,6.07,,,6.65,2.78,0.08,,1,4.3,0.21,,,,,,,,,,,,,,,,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,180,18,,,14,6,,,,,,,,16.5,710,34.5,92,3,,,,,,,,,,,,,500,19.4,32.5,,27.5,6,2.1,7.5,,5.2,,2.8,,2.35,,,,,,,,,,,,,,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,100549
[4687],CONVERGENT MARGIN,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / QUIMSACOCHA,,-3.033,-3.034,-79.23,-79.24,SAE,,,s_QC-150 [4687],ADAKITE [4687],,,,,,,,,VOL,,,,,WR [4687] ,60.1,0.83,,18,,5.35,,,6,2,0.06,,1.3,4.88,0.24,,,,,,,,,,,,,,,,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,154,13,,,12,5.5,,,,,,,,22,870,20,100,2.9,,,,,,,,,,,,,640,21,37,,27.5,5.7,1.66,5.2,,3.15,,1.75,,1.42,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,100550
[4687],CONVERGENT MARGIN,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / QUIMSACOCHA,,-3.033,-3.034,-79.23,-79.24,SAE,,,s_QC-154 [4687],ADAKITE [4687],,,,,,,,,VOL,,,,,WR [4687] ,60.7,0.83,,17.8,,5.25,,,6.2,2,0.06,,1.32,4.9,0.24,,,,,,,,,,,,,,,,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,155,15,,,13,6,,,,,,,,22,885,9,104,3.3,,,,,,,,,,,,,670,16,33,,20,3.9,1.07,2.9,,1.8,,0.85,,0.72,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,100551
[4687],CONVERGENT MARGIN,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / QUIMSACOCHA,,-3.033,-3.034,-79.23,-79.24,SAE,,,s_QC-212 [4687],ADAKITE [4687],,,,,,,,,VOL,,,,,WR [4687] ,61.4,0.8,,17.65,,5.35,,,5.9,1.83,0.06,,1.22,4.65,0.22,,,,,,,,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,152,13,,,12,6,,,,,,,,22,720,10.5,100,3.1,,,,,,,,,,,,,605,14.5,29,,17,3.65,1.04,2.9,,1.85,,0.85,,0.73,,,,,,,,,,,,,,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,100552
[4687],CONVERGENT MARGIN,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / QUIMSACOCHA,,-3.033,-3.034,-79.23,-79.24,SAE,,,s_QC-205 [4687],ADAKITE [4687],,,,,,,,,VOL,,,,,WR [4687] ,62,0.76,,17.75,,5.2,,,5.6,1.92,0.05,,1.16,4.6,0.19,,,,,,,,,,,,,,,,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,155,18,,,12,7,,,,,,,,23,700,8.8,98,2.7,,,,,,,,,,,,,580,13,26,,14.5,3.05,0.88,2.7,,1.65,,0.75,,0.71,,,,,,,,,,,,,,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,100553
[4687],CONVERGENT MARGIN,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / QUIMSACOCHA,,-3.033,-3.034,-79.23,-79.24,SAE,,,s_QC-153 [4687],ADAKITE [4687],,,,,,,,,VOL,,,,,WR [4687] ,62.4,0.74,,17.45,,4.68,,,5.45,1.62,0.05,,1.47,4.78,0.21,,,,,,,,,,,,,,,,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,130,14,,,10,5,,,,,,,,25,830,7.2,110,2.8,,,,,,,,,,,,,740,17,34.5,,18.5,3.6,1.02,2.65,,1.45,,0.7,,0.56,,,,,,,,,,,,,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,100554
[4687],CONVERGENT MARGIN,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / QUIMSACOCHA,,-3.033,-3.034,-79.23,-79.24,SAE,,,s_QC-246 [4687],ADAKITE [4687],,,,,,,,,VOL,,,,,WR [4687] ,62,0.76,,17.8,,5.18,,,5,1.28,0.06,,1.28,4.33,0.2,,,,,,,,,,,,,,,,1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,148,14,,,12,6,,,,,,,,22.5,627,8.4,110,3.6,,,,,,,,,,,,,735,13.3,28.5,,15.3,3.35,0.94,2.75,,1.6,,0.7,,0.67,,,,,,,,,,,,,,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,100555
[4687],CONVERGENT MARGIN,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / QUIMSACOCHA,,-3.033,-3.034,-79.23,-79.24,SAE,,,s_QC-141 [4687],ADAKITE [4687],,,,,,,,,VOL,,,,,WR [4687] ,63,0.67,,17.55,,4.33,,,5.2,1.66,0.05,,1.4,4.8,0.2,,,,,,,,,,,,,,,,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,112,12,,,9,5,,,,,,,,28.5,685,12.2,115,3.1,,,,,,,,,,,,,725,16.5,33,,20,3.7,1.05,3.1,,1.8,,0.95,,0.77,,,,,,,,,,,,,,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,100556
[4687],CONVERGENT MARGIN,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / QUIMSACOCHA,,-3.033,-3.034,-79.23,-79.24,SAE,,,s_QC-142 [4687],ADAKITE [4687],,,,,,,,,VOL,,,,,WR [4687] ,63.25,0.67,,17.7,,4.37,,,4.8,1.49,0.05,,1.38,4.55,0.19,,,,,,,,,,,,,,,,1.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.2,,114,12,,,9,4.5,,,,,,,,28.5,630,13.6,115,3.1,,,,,,,,,,,,,740,15.8,31.5,,17,3.3,0.99,2.9,,1.65,,0.95,,0.78,,,,,,,,,,,,,,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,100557
[4687],CONVERGENT MARGIN,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / QUIMSACOCHA,,-3.033,-3.034,-79.23,-79.24,SAE,,,s_QC-143 [4687],ADAKITE [4687],,,,,,,,,VOL,,,,,WR [4687] ,58.8,0.95,,18.35,,5.9,,,6.8,2.73,0.07,,1.06,4.62,0.23,,,,,,,,,,,,,,,,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,190,21,,,14,8,,,,,,,,14.5,785,9.1,88,3,,,,,,,,,,,,,492,17.5,26.5,,16,3.15,0.99,2.7,,1.8,,0.85,,0.74,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,100558
[4687],CONVERGENT MARGIN,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / QUIMSACOCHA,,-3.033,-3.034,-79.23,-79.24,SAE,,,s_QC-146 [4687],ADAKITE [4687],,,,,,,,,VOL,,,,,WR [4687] ,60.3,0.84,,17.9,,5.6,,,6.3,2.54,0.07,,1.24,4.7,0.22,,,,,,,,,,,,,,,,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,180,19,,,14,8,,,,,,,,20,825,11,100,3,,,,,,,,,,,,,595,16.5,35.5,,21,4.05,1.1,3.4,,2.15,,1,,0.86,,,,,,,,,,,,,,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,100559
[4687],CONVERGENT MARGIN,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / QUIMSACOCHA,,-3.033,-3.034,-79.23,-79.24,SAE,,,s_QC-145 [4687],ADAKITE [4687],,,,,,,,,VOL,,,,,WR [4687] ,60.5,0.83,,17.75,,5.6,,,6.1,2.49,0.07,,1.3,4.62,0.22,,,,,,,,,,,,,,,,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,178,20,,,12.5,7.5,,,,,,,,21,800,9.5,105,3,,,,,,,,,,,,,620,14,31,,17.5,3.5,1.02,3,,1.85,,0.85,,0.77,,,,,,,,,,,,,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,100560
[4687],CONVERGENT MARGIN,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / QUIMSACOCHA,,-3.033,-3.034,-79.23,-79.24,SAE,,,s_QC-140 [4687],ADAKITE [4687],,,,,,,,,VOL,,,,,WR [4687] ,71,0.25,,15.55,,1.93,,,3.04,0.45,0.03,,2.03,4.8,0.09,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,31,4,,,3,2,,,,,,,,49.5,545,5.2,58,3.1,,,,,,,,,,,,,1040,13.5,26.5,,12.5,2.3,0.61,1.7,,1,,0.45,,0.4,,,,,,,,,,,,,,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,100561
[4687],CONVERGENT MARGIN,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / QUIMSACOCHA,,-3.033,-3.034,-79.23,-79.24,SAE,,,s_QC-100 [4687],ADAKITE [4687],,,,,,,,,VOL,,,,,WR [4687] ,71,0.27,,15.85,,1.9,,,2.84,0.18,0.02,,1.95,4.83,0.09,,,,,,,,,,,,,,,,1.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,,28,5,,,2.5,2.5,,,,,,,,44,535,4.9,70,3.1,,,,,,,,,,,,,1050,13.5,26.5,,12,2,0.6,1.7,,0.9,,0.4,,0.38,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,100562
[4687],CONVERGENT MARGIN,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / QUIMSACOCHA,,-3.033,-3.034,-79.23,-79.24,SAE,,,s_QC-109 [4687],ADAKITE [4687],,,,,,,,,VOL,,,,,WR [4687] ,71.7,0.26,,15.6,,1.83,,,3.06,0.33,0.02,,1.98,4.87,0.09,,,,,,,,,,,,,,,,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,33,4,,,3,2.5,,,,,,,,46,545,4.7,72,3,,,,,,,,,,,,,1000,14,28,,13,2.3,0.62,1.85,,0.95,,0.4,,0.37,,,,,,,,,,,,,,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,100563
[4096],CONVERGENT MARGIN,LUZON ARC / LUZON ARC / MINDANAO,CENTRAL MINDANAO,7,9,124,126,SAE,,,s_KL143C [4096],ADAKITE [4096],,,,,,,,,VOL,,,,,WR [4096] ,64.75,0.39,,16.8,,,,3.54,4.6,2.24,0.08,,1.71,4.28,0.17,,,,,,,,,,,,,,,,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,72,36,,,13,27,,,,,,,,43.6,565,10.3,50,3.8,,,,,,,,,,,,,327,10.3,22,,10,,0.65,,,1.7,,1.1,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103995
[4096],CONVERGENT MARGIN,LUZON ARC / LUZON ARC / MINDANAO,DAGUMA-SARANGANI,5.6,7.2,124,126,SAE,,,s_PH92-105 [4096],ADAKITE [4096],,,,,,,,,VOL,,,,,WR [4096] ,63.25,0.51,,17.15,,,,4.17,5,2.19,0.08,,1.36,4.7,0.19,,,,,,,,,,,,,,,,1.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.1,,104,8,,,11,11,,,,,,,,33.5,687,8.1,66,1.6,,,,,,,,,,,,,274,6.5,17,,8.5,,0.65,,,1.4,,0.7,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103998
[19747],CONVERGENT MARGIN,HONSHU ARC / SOUTHWESTERN HONSHU ARC / HONSHU,SAKUGI CAULDRON,34.8747,34.8747,132.6692,132.6692,SAE,,,s_SK-033 [19747],ADAKITE [19747],,,,,,,,,VOL,,,,,WR [19747] ,52.43,0.77,,17.85,,,,6.67,9.09,4.81,0.14,,2.11,2.87,0.37,,,,,,,,,,,,,,,,2.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215,25,,,23,11,,47,18,1.4,,,,40,2150,16.7,153,3.6,,,,,,,,,,,,1.3,506,46,113,14,55.9,9.62,2.46,6.22,0.69,3.56,0.59,1.69,0.207,1.43,0.179,4,0.15,,,,,,,,,8.2,,8.12,1.7,0.512876,,,0.70373,,,,,,,,,,,,,,,,,,,,,1042405
[19747],CONVERGENT MARGIN,HONSHU ARC / SOUTHWESTERN HONSHU ARC / HONSHU,MASUDA SOUTH CAULDRON,34.6597,34.6597,131.9183,131.9183,SAE,,,s_121403 [19747],ADAKITE [19747],,,,,,,,,VOL,,,,,WR [19747] ,52.67,0.78,,17.64,,,,6.86,7.51,5.23,0.17,,2.4,2.69,0.45,,,,,,,,,,,,,,,,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221,20,,,24,7.8,,29,19,1.2,,,,61,1410,16.1,176,2.8,,,,,,,,,,,,11.9,617,46.6,114,14.1,56.1,9.71,2.47,6.09,0.68,3.5,0.57,1.67,0.203,1.41,0.175,4.4,0.14,,,,,,,,,12,,8.48,1.79,0.512873,,,0.704557,,,,,,,,,,,,,,,,,,,,,1042406
[19747],CONVERGENT MARGIN,HONSHU ARC / SOUTHWESTERN HONSHU ARC / HONSHU,MASUDA SOUTH CAULDRON,34.6747,34.6747,131.9069,131.9069,SAE,,,s_1307 [19747],ADAKITE [19747],,,,,,,,,VOL,,,,,WR [19747] ,53.27,0.76,,17.48,,,,6.51,8.7,4.53,0.14,,2.17,3.07,0.41,,,,,,,,,,,,,,,,2.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211,26,,,23,9.3,,47,17,1.3,,,,45,1720,16.7,152,2.9,,,,,,,,,,,,1.7,510,46.6,110,13.6,53.8,9.31,2.35,6.06,0.7,3.51,0.61,1.73,0.214,1.47,0.189,3.9,0.15,,,,,,,,,11,,7.83,1.64,,,,,,,,,,,,,,,,,,,,,,,,,1042407
[19747],CONVERGENT MARGIN,HONSHU ARC / SOUTHWESTERN HONSHU ARC / HONSHU,MASUDA SOUTH CAULDRON,34.6703,34.6703,131.9019,131.9019,SAE,,,s_52602 [19747],ADAKITE [19747],,,,,,,,,VOL,,,,,WR [19747] ,53.74,0.75,,17.61,,,,6.29,9.36,4.69,0.14,,1.69,1.9,0.36,,,,,,,,,,,,,,,,1.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249,23,,,22,11,,40,18,1.3,,,,35,2540,14.8,143,2.3,,,,,,,,,,,,8.5,385,38.3,93.5,11.7,46,7.76,2.05,5.07,0.6,3.04,0.54,1.53,0.2,1.34,0.164,3.7,0.13,,,,,,,,,6.4,,5.88,1.33,,,,,,,,,,,,,,,,,,,,,,,,,1042408
[5582][5584][7189],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SUPERIOR PROVINCE_ARCHEAN / WAWA GREENSTONE BELT / SCHREIBER-HEMLO BELT / HEMLO-BLACK RIVER ASSEMBLAGE,,48.6,48.6,-87.85,-87.85,SAE,,,s_HE96-2 [5582],ADAKITE [5582],2700000000 [7189],2700000000 [7189],,ARCHEAN [5582],,,,,VOL,,,,,WR [5582] ,69,0.37,,16.1,,,,2.79,3.4,1.3,0.03,,1.3,5.3,0.13,,,,,,,,,,,,,,,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3,,36,11,,,13,8,,,,,,,,29,1234,7.1,119,2.17,,,,,,,,,,,,2,760,18.5,38.2,4.71,16.201,2.757,0.875,2.14,0.214,1.08,0.19,0.47,0.071,0.44,0.077,3.127,0.14,,,,,,,,,,,2.4,0.427,0.5111,,,,,,,,,,,,,,,,,0.281375,,,,,,,114688
[5582][5584][7189],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SUPERIOR PROVINCE_ARCHEAN / WAWA GREENSTONE BELT / SCHREIBER-HEMLO BELT / HERON BAY ASSEMBLAGE,,48.65,48.65,-86.28,-86.28,SAE,,,s_HB95-11 [5582],ADAKITE [5582],2700000000 [7189],2700000000 [7189],,ARCHEAN [5582],,,,,VOL,,,,,WR [5582] ,66.4,0.45,,17.1,,,,4.05,0.77,1.97,0.01,,2.47,6,0.2,,,,,,,,,,,,,,,,1.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.5,,107,112,,,24,30,,,,,,,,50,161,12.6,148,5.41,,,,,,,,,,,,0.4,469,40.2,89.4,10.49,43.911,7.223,1.609,4.66,0.498,2.48,0.48,1.26,0.169,1.08,0.169,3.928,0.3,,,,,,,,,,,7.13,1.593,0.511042,,,,,,,,,,,,,,,,,0.28149,,,,,,,116667
[5582][5584][7189],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SUPERIOR PROVINCE_ARCHEAN / WAWA GREENSTONE BELT / SCHREIBER-HEMLO BELT / HERON BAY ASSEMBLAGE,,48.65,48.65,-86.28,-86.28,SAE,,,s_HB95-12 [5582],ADAKITE [5582],2700000000 [7189],2700000000 [7189],,ARCHEAN [5582],,,,,VOL,,,,,WR [5582] ,64.9,0.67,,17.7,,,,6.03,1.5,2.21,0.07,,3.02,2.95,0.2,,,,,,,,,,,,,,,,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.3,,138,166,,,27,49,,,,,,,,68,442,15.3,142,6.53,,,,,,,,,,,,1.5,909,51.5,109.6,12.79,47.798,7.699,1.781,5.57,0.572,3.14,0.57,1.52,0.225,1.17,0.2,4.209,0.35,,,,,,,,,,,7.9,1.603,0.510994,,,,,,,,,,,,,,,,,0.281518,,,,,,,116668
[5582][5584][7189],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SUPERIOR PROVINCE_ARCHEAN / WAWA GREENSTONE BELT / WHITE RIVER-DAYOHESSARAH BELT / DAYOHESSARAH ASSEMBLAGE,,48.8,48.8,-85,-85,SAE,,,s_DH96-1 [5582],ADAKITE [5582],2700000000 [7189],2700000000 [7189],,ARCHEAN [5582],,,,,VOL,,,,,WR [5582] ,65.9,0.8,,16.8,,,,4.95,3.1,1.6,0.06,,2,4.2,0.09,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.7,,143,83,,,8,47,,,,,,,,62,493,6.4,129,3.72,,,,,,,,,,,,14.7,379,15.3,32,3.36,12.451,2.329,0.937,2.09,0.262,1.3,0.23,0.55,0.091,0.53,0.219,3.174,0.24,,,,,,,,,,,2.25,0.474,0.51129,,,,,,,,,,,,,,,,,0.281662,,,,,,,116669
[5582][7189],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SUPERIOR PROVINCE_ARCHEAN / WAWA GREENSTONE BELT / MANITOUWADGE-HORNEPAYNE BELT,,49,49.5,-85.5,-85.5,SAE,,,s_MW93-13 [5582],ADAKITE [5582],2700000000 [7189],2700000000 [7189],,ARCHEAN [5582],,,,,VOL,,,,,WR [5582] ,68.9,0.37,,16.8,,,,2.25,3.8,3,0.03,,1.3,4.8,0.19,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4,,37,13,,,12,11,,,,,,,,55,1043,11.9,125,6.28,,,,,,,,,,,,4.5,1193,41.4,86.2,10.3,38.9,6.8,1.66,4.55,0.473,2.44,0.42,0.98,0.141,0.87,0.137,3.473,0.38,,,,,,,,,,,7.76,1.972,,,,,,,,,,,,,,,,,,0.281465,,,,,,,116670
[5582][7189],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SUPERIOR PROVINCE_ARCHEAN / WAWA GREENSTONE BELT / MANITOUWADGE-HORNEPAYNE BELT,,49,49.5,-85.5,-85.5,SAE,,,s_MW95-18 [5582],ADAKITE [5582],2700000000 [7189],2700000000 [7189],,ARCHEAN [5582],,,,,VOL,,,,,WR [5582] ,66,0.37,,17.8,,,,2.52,4.2,1.4,0.01,,1.6,5.8,0.11,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3,,56,24,,,10,21,,,,,,,,56,542,8.2,119,4.38,,,,,,,,,,,,6.2,799,20.1,44.1,5.07,19.7,3.55,0.898,2.64,0.293,1.54,0.28,0.71,0.111,0.67,0.095,2.819,0.29,,,,,,,,,,,3.53,1.04,,,,,,,,,,,,,,,,,,0.281451,,,,,,,116671
[5582][5584][7189],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SUPERIOR PROVINCE_ARCHEAN / WAWA GREENSTONE BELT / MANITOUWADGE-HORNEPAYNE BELT,,49,49.5,-85.5,-85.5,SAE,,,s_MW93-23 [5582],ADAKITE [5582],2700000000 [7189],2700000000 [7189],,ARCHEAN [5582],,,,,VOL,,,,,WR [5582] ,67.5,0.29,,17.6,,,,2.25,4.1,1.5,0.03,,1.5,5,0.1,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7,,37,34,,,10,26,,,,,,,,51,685,7,109,5.5,,,,,,,,,,,,3.3,623,20.3,42.6,4.99,16.556,2.796,0.846,2.26,0.242,1.27,0.23,0.61,0.081,0.53,0.0926,2.825,0.31,,,,,,,,,,,3.86,0.967,0.511072,,,,,,,,,,,,,,,,,0.281429,,,,,,,116672
[5582][5575],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SUPERIOR PROVINCE_ARCHEAN / WAWA GREENSTONE BELT / MANITOUWADGE-HORNEPAYNE BELT,,49,49.5,-85.5,-85.5,SAE,,,s_MW96-7 [5582],ADAKITE [5582],,,,ARCHEAN [5582],,,,,VOL,,,,,WR [5582] ,67.8,0.35,,17.4,,,,2.25,3.6,1.6,0.02,,0.8,5.8,0.16,,,,,,,,,,,,,,,,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3,,38,34,,,10,29,,,,,,,,24,521,7,153,5.33,,,,,,,,,,,,3.3,424,30.4,62.7,7.25,26.3,4.07,1.087,2.78,0.264,1.37,0.25,0.6,0.081,0.51,0.071,3.46,0.3,,,,,,,,,,,5.08,1.067,,,,,,,,,,,,,,,,,,,,,,,,,116673
[5575][5584][7189],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SUPERIOR PROVINCE_ARCHEAN / WAWA GREENSTONE BELT / SCHREIBER-HEMLO BELT / HEMLO-BLACK RIVER ASSEMBLAGE,,48.6,48.6,-87.85,-87.85,SAE,,,s_HE97-87 [5575],ADAKITE [5575],2700000000 [7189],2700000000 [7189],,ARCHEAN [5575],,,,,VOL,,,,,WR [5575] ,68.9,0.56,,15.4,,,,4.95,1.5,2.4,0.06,,1.6,4,0.2,,,,,,,,,,,,,,,,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,95.8,165,,,27,87.74,,,,,,,,46,415.2,8.65,136.6,4.98,,,,,,,,,,,,4,492.73,27.3,57.7,6.96,30.967,5.212,1.117,3.07,0.366,1.87,0.34,0.91,0.132,0.81,0.1479,3.534,0.31,,,,,,,,,,,3.758,1.036,0.511064,,,,,,,,,,,,,,,,,0.281482,,,,,,,116794
[5575][5584][7189],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SUPERIOR PROVINCE_ARCHEAN / WAWA GREENSTONE BELT / SCHREIBER-HEMLO BELT / HEMLO-BLACK RIVER ASSEMBLAGE,,48.6,48.6,-87.85,-87.85,SAE,,,s_HE97-86 [5575],ADAKITE [5575],2700000000 [7189],2700000000 [7189],,ARCHEAN [5575],,,,,VOL,,,,,WR [5575] ,68.7,0.54,,15.1,,,,4.41,2.8,2.1,0.1,,1.3,4.2,0.2,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,88.8,153,,,24,76.23,,,,,,,,49,435.2,11.95,135.4,4.69,,,,,,,,,,,,5,407.08,28.5,60.9,7.38,31.444,5.326,1.212,3.5,0.404,2.24,0.44,1.16,0.162,0.99,0.173,3.444,0.32,,,,,,,,,,,3.889,1,0.511088,,,,,,,,,,,,,,,,,0.281542,,,,,,,116795
