CITATIONS,TECTONIC SETTING,LOCATION,LOCATION COMMENT,LATITUDE MIN,LATITUDE MAX,LONGITUDE MIN,LONGITUDE MAX,LAND OR SEA,ELEVATION MIN,ELEVATION MAX,SAMPLE NAME,ROCK NAME,MIN. AGE (YRS.),MAX. AGE (YRS.),GEOL.,AGE,ERUPTION DAY,ERUPTION MONTH,ERUPTION YEAR,ROCK TEXTURE,ROCK TYPE,DRILL DEPTH MIN,DRILL DEPTHAX,ALTERATION,MINERAL,MATERIAL,SIO2(WT%),TIO2(WT%),B2O3(WT%),AL2O3(WT%),CR2O3(WT%),FE2O3(WT%),FEO(WT%),FEOT(WT%),CAO(WT%),MGO(WT%),MNO(WT%),NIO(WT%),K2O(WT%),NA2O(WT%),P2O5(WT%),H2O(WT%),H2OP(WT%),H2OM(WT%),H2OT(WT%),CO2(WT%),CO1(WT%),F(WT%),CL(WT%),CL2(WT%),OH(WT%),CH4(WT%),SO2(WT%),SO3(WT%),SO4(WT%),S(WT%),LOI(WT%),VOLATILES(WT%),O(WT%),OTHERS(WT%),HE(CCM/G),HE(CCMSTP/G),HE3(CCMSTP/G),HE3(AT/G),HE4(CCM/G),HE4(CCMSTP/G),HE4(AT/G),HE4(MOLE/G),HE4(NCC/G),HE(NCC/G),LI(PPM),BE(PPM),B(PPM),C(PPM),CO2(PPM),F(PPM),NA(PPM),MG(PPM),AL(PPM),P(PPM),S(PPM),CL(PPM),K(PPM),CA(PPM),SC(PPM),TI(PPM),V(PPM),CR(PPM),MN(PPM),FE(PPM),CO(PPM),NI(PPM),CU(PPM),ZN(PPM),GA(PPM),GE(PPM),AS(PPM),SE(PPM),BR(PPM),RB(PPM),SR(PPM),Y(PPM),ZR(PPM),NB(PPM),MO(PPM),RU(PPM),RH(PPM),PD(PPM),AG(PPM),CD(PPM),IN(PPM),SN(PPM),SB(PPM),TE(PPM),I(PPM),CS(PPM),BA(PPM),LA(PPM),CE(PPM),PR(PPM),ND(PPM),SM(PPM),EU(PPM),GD(PPM),TB(PPM),DY(PPM),HO(PPM),ER(PPM),TM(PPM),YB(PPM),LU(PPM),HF(PPM),TA(PPM),W(PPM),RE(PPM),OS(PPM),IR(PPM),PT(PPM),AU(PPM),HG(PPM),TL(PPM),PB(PPM),BI(PPM),TH(PPM),U(PPM),ND143_ND144,ND143_ND144_INI,EPSILON_ND,SR87_SR86,SR87_SR86_INI,PB206_PB204,PB206_PB204_INI,PB207_PB204,PB207_PB204_INI,PB208_PB204,PB208_PB204_INI,OS184_OS188,OS186_OS188,OS187_OS186,OS187_OS188,RE187_OS186,RE187_OS188,HF176_HF177,HE3_HE4,HE3_HE4(R/R(A)),HE4_HE3,HE4_HE3(R/R(A)),K40_AR40,AR40_K40,UNIQUE_ID
[18727],CONVERGENT MARGIN,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / PANAMA / EL BARU / BAMBITO UNIT,NUEVO BAMBITO,8.83,8.83,-82.61,-82.61,SAE,,,s_NB1510073C [18727],ADAKITE [18727],,,,QUATERNARY [18727],,,,,VOL,,,,,WR [18727] ,56.47515053,0.714358608,,16.25676089,,,,6.33,7.908970303,6.347586488,0.112256353,,1.296050617,3.633023778,0.224512705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.19,283.65,,,,118,130,62,,,,,,16,955,9.63,68,5.12,,,,,,,,,,,,,692.91,18.4,37.85,4.3,16.94,3.18,1.05,2.74,0.38,1.79,0.34,0.9,,0.86,0.12,1.92,0.26,,,,,,,,,3.91,,2.53,1.04,,,,,,,,,,,,,,,,,,,,,,,,,889888
[18727],CONVERGENT MARGIN,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / PANAMA / EL BARU / BAMBITO UNIT,NUEVO BAMBITO,8.83,8.83,-82.61,-82.61,SAE,,,s_NB1510073D [18727],ADAKITE [18727],,,,QUATERNARY [18727],,,,,VOL,,,,,WR [18727] ,56.44081974,0.74236721,,16.71894605,,,,6.42,8.155583438,5.144291092,0.115014638,,1.934337097,3.335424509,0.282308657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215.78,133.84,,,,49,180,64,,,,,,37,1302,10.87,120,7.63,,,,,,,,,,,,,1230.75,31.32,60.51,6.59,24.48,4.18,1.26,3.4,0.43,1.9,0.37,0.99,,0.95,0.13,3.39,0.37,,,,,,,,,8.35,,6.78,1.94,,,,,,,,,,,,,,,,,,,,,,,,,889889
[18727],CONVERGENT MARGIN,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / PANAMA / EL BARU / BAMBITO UNIT,NUEVO BAMBITO,8.83,8.83,-82.61,-82.61,SAE,,,s_NB1510073E [18727],ADAKITE [18727],,,,QUATERNARY [18727],,,,,VOL,,,,,WR [18727] ,56.92527854,0.735970561,,16.85577021,,,,6.27,7.942348973,4.886026781,0.112439947,,1.962588163,3.322089339,0.286210774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.75,150.9,,,,44,207,61,,,,,,38,1341,10.11,122,8.42,,,,,,,,,,,,,1336.12,32.49,64.49,7.11,25.91,4.4,1.3,3.48,0.45,1.79,0.35,0.9,,0.95,0.14,3.44,0.4,,,,,,,,,7.79,,7.03,2.36,,,,,,,,,,,,,,,,,,,,,,,,,889890
[18727],CONVERGENT MARGIN,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / PANAMA / EL BARU / BAMBITO UNIT,NUEVO BAMBITO,8.83,8.83,-82.61,-82.61,SAE,,,s_NB1510073F [18727],ADAKITE [18727],,,,QUATERNARY [18727],,,,,VOL,,,,,WR [18727] ,56.72007348,0.744973977,,16.75681192,,,,6.35,8.031431779,4.990305133,0.122461476,,1.949178488,3.337075212,0.285743443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213.38,125.33,,,,46,168,61,,,,,,38,1329,11.17,121,7.85,,,,,,,,,,,,,1248.67,32.08,61.59,6.81,25.72,4.41,1.34,3.73,0.48,2.06,0.39,1.08,,1.02,0.14,3.69,0.4,,,,,,,,,8.06,,7.18,2.04,,,,,,,,,,,,,,,,,,,,,,,,,889891
[18727],CONVERGENT MARGIN,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / PANAMA / EL BARU / BAMBITO UNIT,NUEVO BAMBITO,8.83,8.83,-82.61,-82.61,SAE,,,s_NB1510074A [18727],ADAKITE [18727],,,,QUATERNARY [18727],,,,,VOL,,,,,WR [18727] ,56.736359,0.734319225,,16.69556349,,,,6.24,8.09790923,5.038245793,0.112187659,,1.917389087,3.447220806,0.285568587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267.07,174.34,,,,49,200,66,,,,,,37,1337,9.63,119,8.25,,,,,,,,,,,,,1315.63,30.35,64.26,6.82,24.19,4.18,1.26,3.32,0.44,1.71,0.34,0.86,,0.91,0.13,3.28,0.39,,,,,,,,,8.65,,6.48,2.46,,,,,,,,,,,,,,,,,,,,,,,,,889892
[18727],CONVERGENT MARGIN,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / PANAMA / EL BARU / BAMBITO UNIT,NUEVO BAMBITO,8.83,8.83,-82.61,-82.61,SAE,,,s_NB15100704B [18727],ADAKITE [18727],,,,QUATERNARY [18727],,,,,VOL,,,,,WR [18727] ,56.76557561,0.734169471,,16.61058428,,,,6.29,8.12684817,5.067808708,0.122361578,,1.937391659,3.35474661,0.28551035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264.6,170.49,,,,50,142,63,,,,,,37,1335,9.75,120,8.29,,,,,,,,,,,,,1291.99,30.23,62.29,6.78,24.23,4.11,1.24,3.34,0.42,1.73,0.34,0.86,,0.87,0.12,3.34,0.39,,,,,,,,,9.25,,6.67,2.4,,,,,,,,,,,,,,,,,,,,,,,,,889893
[18727],CONVERGENT MARGIN,CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / PANAMA / EL BARU / BAMBITO UNIT,NUEVO BAMBITO,8.83,8.83,-82.61,-82.61,SAE,,,s_NB1510074C [18727],ADAKITE [18727],,,,QUATERNARY [18727],,,,,VOL,,,,,WR [18727] ,56.69775546,0.727682689,,16.69570565,,,,6.27,8.178743466,5.06303167,0.122988624,,1.926821769,3.34119094,0.276724403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.04,131.97,,,,50,211,66,,,,,,37,1334,11.32,119,7.58,,,,,,,,,,,,,1260.52,33.13,61.02,6.76,25.55,4.37,1.3,3.62,0.47,2.08,0.4,1.08,,0.99,0.14,3.52,0.38,,,,,,,,,12.62,,6.9,1.92,,,,,,,,,,,,,,,,,,,,,,,,,889894
[19258],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),DHARWAR CRATON_ARCHEAN / EASTERN DHARWAR CRATON / VELIGALLU GREENSTONE BELT,,13.8,14.2,78.4,78.5,SAE,,,s_TVK42 [19258],ADAKITE [19258],,,NEO [19258],ARCHEAN [19258],,,,APHANITIC TO MICROCRYSTALLINE [19258] ,VOL,,,,,WR [19258] ,73.5,0.17,,14.23,,,,2.02,2.4,0.6,0.03,,2.18,4.59,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8,,0.58,12.1,,,,21.3,0.5,12,18,,,,,51,130,5.55,163,5.95,,,,,,,,,,,,0.47,281,17.27,31.73,2.98,10.56,1.83,0.63,1.44,0.2,0.84,0.15,0.44,0.07,0.44,0.07,3.74,0.59,,,,,,,,,5.3,,4.32,1.44,,,,,,,,,,,,,,,,,,,,,,,,,891800
[19258],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),DHARWAR CRATON_ARCHEAN / EASTERN DHARWAR CRATON / VELIGALLU GREENSTONE BELT,,13.8,14.2,78.4,78.5,SAE,,,s_TVK43 [19258],ADAKITE [19258],,,NEO [19258],ARCHEAN [19258],,,,APHANITIC TO MICROCRYSTALLINE [19258] ,VOL,,,,,WR [19258] ,73.1,0.19,,14.21,,,,2.27,2.57,0.62,0.03,,2.19,4.52,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.01,,0.65,13.3,,,,18.8,0.5,13,19,,,,,51,123,5.61,165,6.24,,,,,,,,,,,,0.47,314,16.47,31.96,2.92,10.43,1.86,0.64,1.51,0.2,0.83,0.15,0.44,0.06,0.44,0.06,3.8,0.61,,,,,,,,,5.1,,4.21,1.45,,,,,,,,,,,,,,,,,,,,,,,,,891801
[19258],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),DHARWAR CRATON_ARCHEAN / EASTERN DHARWAR CRATON / VELIGALLU GREENSTONE BELT,,13.8,14.2,78.4,78.5,SAE,,,s_TVK44 [19258],ADAKITE [19258],,,NEO [19258],ARCHEAN [19258],,,,APHANITIC TO MICROCRYSTALLINE [19258] ,VOL,,,,,WR [19258] ,73.83,0.17,,13.99,,,,2.13,2.22,0.65,0.03,,2.06,4.63,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.83,,0.67,15.1,,,,25.2,0.7,12,18,,,,,52,115,5.55,156,6.15,,,,,,,,,,,,0.4,303,18.81,33.24,3.15,11.14,1.89,0.62,1.5,0.21,0.83,0.15,0.42,0.06,0.41,0.06,3.61,0.47,,,,,,,,,5.7,,4.23,1.48,,,,,,,,,,,,,,,,,,,,,,,,,891802
[19258],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),DHARWAR CRATON_ARCHEAN / EASTERN DHARWAR CRATON / VELIGALLU GREENSTONE BELT,,13.8,14.2,78.4,78.5,SAE,,,s_TVK45 [19258],ADAKITE [19258],,,NEO [19258],ARCHEAN [19258],,,,APHANITIC TO MICROCRYSTALLINE [19258] ,VOL,,,,,WR [19258] ,73.52,0.17,,14.19,,,,2.1,2.25,0.63,0.03,,2.23,4.6,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,0.73,13.9,,,,23.7,0.7,11,21,,,,,56,118,6.36,188,6.8,,,,,,,,,,,,0.43,371,20.92,36.98,3.51,12.37,2.1,0.7,1.73,0.23,0.98,0.18,0.51,0.07,0.48,0.07,4.22,0.76,,,,,,,,,5.5,,4.85,1.62,,,,,,,,,,,,,,,,,,,,,,,,,891803
[19258],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),DHARWAR CRATON_ARCHEAN / EASTERN DHARWAR CRATON / VELIGALLU GREENSTONE BELT,,13.8,14.2,78.4,78.5,SAE,,,s_TVK49 [19258],ADAKITE [19258],,,NEO [19258],ARCHEAN [19258],,,,APHANITIC TO MICROCRYSTALLINE [19258] ,VOL,,,,,WR [19258] ,72.64,0.19,,14.35,,,,2.34,2.86,0.57,0.04,,2.15,4.53,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.05,,0.74,15.9,,,,19.2,0.5,14,18,,,,,57,150,5.72,163,6.09,,,,,,,,,,,,0.66,266,18.23,32.36,3.04,10.82,1.86,0.65,1.52,0.21,0.91,0.16,0.46,0.07,0.44,0.07,3.71,0.71,,,,,,,,,4.9,,4.33,1.56,,,,,,,,,,,,,,,,,,,,,,,,,891806
[19258],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),DHARWAR CRATON_ARCHEAN / EASTERN DHARWAR CRATON / VELIGALLU GREENSTONE BELT,,13.8,14.2,78.4,78.5,SAE,,,s_TVK51 [19258],ADAKITE [19258],,,NEO [19258],ARCHEAN [19258],,,,APHANITIC TO MICROCRYSTALLINE [19258] ,VOL,,,,,WR [19258] ,72.93,0.19,,14.35,,,,2.29,2.81,0.52,0.03,,2.14,4.42,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.05,,0.64,9.3,,,,19.3,0.6,15,18,,,,,52,109,5.57,161,5.94,,,,,,,,,,,,0.5,311,18.36,32.54,3.08,10.86,1.84,0.59,1.53,0.2,0.83,0.16,0.43,0.07,0.42,0.06,3.65,0.47,,,,,,,,,4.9,,4.2,1.41,,,,,,,,,,,,,,,,,,,,,,,,,891807
[19258],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),DHARWAR CRATON_ARCHEAN / EASTERN DHARWAR CRATON / VELIGALLU GREENSTONE BELT,,13.8,14.2,78.4,78.5,SAE,,,s_TVK79 [19258],ADAKITE [19258],,,NEO [19258],ARCHEAN [19258],,,,APHANITIC TO MICROCRYSTALLINE [19258] ,VOL,,,,,WR [19258] ,72.69,0.22,,14.37,,,,2.16,3.02,0.95,0.03,,1.41,4.86,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.07,,1.3,13.1,,,,21.6,0.9,10,17,,,,,40,132,5.49,158,6.32,,,,,,,,,,,,0.88,217,19.41,34.86,3.24,11.39,2.04,0.67,1.59,0.21,0.88,0.15,0.44,0.06,0.41,0.06,3.68,0.81,,,,,,,,,4.5,,4.58,1.86,,,,,,,,,,,,,,,,,,,,,,,,,891809
[19488],COMPLEX VOLCANIC SETTINGS,GUERRERO,"NORTHERN SIERRA MADRE DEL SUR, MEZCALA DISTRICT WITHIN BALSAS-MESCALA BASIN",17.8,17.9,-99.6,-99.75,SAE,,,s_MZ-1 [19488],ADAKITE [19488],,,,PALEOCENE [19488],,,,,VOL,,,,,WR [19488] ,59.3,1,,16.3,,,,5.85,4.4,3.1,0.1,,2.8,4.4,0.4,,,,,,,,,,,,,,,,1.7,,,,,,,,,,,,,,,2.4,,,,,,,,,,,,,,,130.9,32.1,,,14.7,19.5,6.1,80.1,22.6,1.3,32.7,,,86,802.1,19.2,239,9.8,1.2,,,,,,,3.8,7.1,,,6.9,1409.8,43.5,90.1,11.4,42.6,7.9,2.1,5.8,0.8,4,0.7,1.9,0.3,1.5,0.2,6.1,0.8,0.9,,,,,,,,11,,8,2,,,,,,,,,,,,,,,,,,,,,,,,,929851
[19488],COMPLEX VOLCANIC SETTINGS,GUERRERO,"NORTHERN SIERRA MADRE DEL SUR, MEZCALA DISTRICT WITHIN BALSAS-MESCALA BASIN",17.8,17.9,-99.6,-99.75,SAE,,,s_MZ-2 [19488],ADAKITE [19488],,,,PALEOCENE [19488],,,,,VOL,,,,,WR [19488] ,59.1,1,,16.4,,,,5.85,4.5,3,0.1,,2.8,4.6,0.4,,,,,,,,,,,,,,,,1.8,,,,,,,,,,,,,,,2.3,,,,,,,,,,,,,,,115.1,30.2,,,15.5,18.2,5.9,81.3,22.4,1.4,27,,,85.4,796.4,19.2,237,9.8,1.2,,,,,,,2.9,8.3,,,7.1,1217.8,42.9,87.9,11.1,42.7,7.9,2.1,5.9,0.7,4.1,0.7,1.8,0.4,1.6,0.2,6.1,0.8,0.9,,,,,,,,10.3,,7.9,2.1,,,,,,,,,,,,,,,,,,,,,,,,,929852
[19488],COMPLEX VOLCANIC SETTINGS,GUERRERO,"NORTHERN SIERRA MADRE DEL SUR, MEZCALA DISTRICT WITHIN BALSAS-MESCALA BASIN",17.8,17.9,-99.6,-99.75,SAE,,,s_MZ-5 [19488],ADAKITE [19488],,,,PALEOCENE [19488],,,,,VOL,,,,,WR [19488] ,64.6,0.7,,15.9,,,,3.87,4,2.3,0,,3.1,4.1,0.2,,,,,,,,,,,,,,,,0.7,,,,,,,,,,,,,,,2.1,,,,,,,,,,,,,,,78.8,64.3,,,10.2,24.1,20.3,75.7,22.1,1.2,8.6,,,96.1,780,12.6,196.4,6.5,1.1,,,,,,,1.9,1.8,,,3.3,1116.1,37,75.8,9,35.2,6.1,1.6,3.9,0.6,2.7,0.5,1.2,0.2,1.1,0.2,5.4,0.6,1.1,,,,,,,,20.2,,7.9,1.7,,,,,,,,,,,,,,,,,,,,,,,,,929853
[19488],COMPLEX VOLCANIC SETTINGS,GUERRERO,"NORTHERN SIERRA MADRE DEL SUR, MEZCALA DISTRICT WITHIN BALSAS-MESCALA BASIN",17.8,17.9,-99.6,-99.75,SAE,,,s_MZ-6 [19488],ADAKITE [19488],,,,PALEOCENE [19488],,,,,VOL,,,,,WR [19488] ,66.6,0.6,,15.7,,,,2.88,3.3,2.2,0,,3.3,4.3,0.2,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,2.4,,,,,,,,,,,,,,,59.7,69.4,,,7.4,27.9,7.3,57.8,21.2,1,2.4,,,115.2,865.8,10.6,215.2,6.2,0.7,,,,,,,2.6,0.8,,,4.7,1389.7,40.4,78.6,9.7,37.2,6.4,1.8,3.9,0.5,2.5,0.4,1.1,0.2,0.9,0.2,5.8,0.5,1.3,,,,,,,,23.8,,11.2,3.4,,,,,,,,,,,,,,,,,,,,,,,,,929854
[19488],COMPLEX VOLCANIC SETTINGS,GUERRERO,"NORTHERN SIERRA MADRE DEL SUR, MEZCALA DISTRICT WITHIN BALSAS-MESCALA BASIN",17.8,17.9,-99.6,-99.75,SAE,,,s_MZ-7 [19488],ADAKITE [19488],,,,PALEOCENE [19488],,,,,VOL,,,,,WR [19488] ,62.7,0.8,,15.9,,,,4.59,4.4,2.7,0.1,,3,3.9,0.3,,,,,,,,,,,,,,,,0.7,,,,,,,,,,,,,,,2.3,,,,,,,,,,,,,,,92.5,60.5,,,12.2,25.4,20.3,83.5,21.9,1.4,6.2,,,99.4,827.9,15.4,209.9,7.6,1.8,,,,,,,2.3,0.8,,,5.1,1266.5,40.4,82.6,10.1,40.5,7.4,1.9,5.3,0.6,3.4,0.6,1.6,0.2,1.3,0.2,5.7,0.7,1.4,,,,,,,,19.2,,9.3,2.5,,,,,,,,,,,,,,,,,,,,,,,,,929855
[19488],COMPLEX VOLCANIC SETTINGS,GUERRERO,"NORTHERN SIERRA MADRE DEL SUR, MEZCALA DISTRICT WITHIN BALSAS-MESCALA BASIN",17.8,17.9,-99.6,-99.75,SAE,,,s_MZ-8 [19488],ADAKITE [19488],,,,PALEOCENE [19488],,,,,VOL,,,,,WR [19488] ,63.3,0.8,,16.2,,,,4.59,4.3,2.6,0.1,,3,3.9,0.3,,,,,,,,,,,,,,,,0.7,,,,,,,,,,,,,,,2.5,,,,,,,,,,,,,,,93.5,58.4,,,12.4,25.9,18.7,91.5,24.5,1.2,4,,,97.8,865.5,15.3,229.5,8,2,,,,,,,4.9,0.8,,,5.2,1172.8,41.8,82.3,10.3,38.9,6.5,1.8,4.9,0.6,3.3,0.6,1.6,0.2,1.3,0.2,5.8,0.7,1.3,,,,,,,,20.1,,9.9,2.8,,,,,,,,,,,,,,,,,,,,,,,,,929856
[19488],COMPLEX VOLCANIC SETTINGS,GUERRERO,"NORTHERN SIERRA MADRE DEL SUR, MEZCALA DISTRICT WITHIN BALSAS-MESCALA BASIN",17.8,17.9,-99.6,-99.75,SAE,,,s_MZ-9 [19488],ADAKITE [19488],,,,PALEOCENE [19488],,,,,VOL,,,,,WR [19488] ,63.7,0.8,,16.1,,,,4.32,4.1,2.3,0.1,,3.2,3.7,0.2,,,,,,,,,,,,,,,,1.1,,,,,,,,,,,,,,,2.9,,,,,,,,,,,,,,,87.8,59.2,,,11.3,24.2,13.5,78.9,22.1,1.2,21.8,,,106.5,783.4,13.7,196.4,7.2,1.2,,,,,,,3.6,1.1,,,6.1,1191.8,34.3,69.8,8.6,32.5,5.9,1.6,4.1,0.6,2.8,0.5,1.3,0.2,1.1,0.2,4.9,0.6,1,,,,,,,,16.3,,7.1,1.8,,,,,,,,,,,,,,,,,,,,,,,,,929857
[19488],COMPLEX VOLCANIC SETTINGS,GUERRERO,"NORTHERN SIERRA MADRE DEL SUR, MEZCALA DISTRICT WITHIN BALSAS-MESCALA BASIN",17.8,17.9,-99.6,-99.75,SAE,,,s_MZ-10 [19488],ADAKITE [19488],,,,PALEOCENE [19488],,,,,VOL,,,,,WR [19488] ,65.3,0.7,,16,,,,1.44,6.1,1.9,0,,4,3.6,0.2,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,2.6,,,,,,,,,,,,,,,68.7,47.1,,,3.3,15,0,50.7,23.1,1.2,4.1,,,86.6,890.8,11.7,216.6,7.2,11.3,,,,,,,2.5,0.3,,,1.7,1234.9,33.3,71.8,9,33.8,5.9,1.6,4,0.5,2.5,0.4,1,0.1,0.9,0.2,5.9,0.6,0.4,,,,,,,,15.2,,8,2.7,,,,,,,,,,,,,,,,,,,,,,,,,929858
[19488],COMPLEX VOLCANIC SETTINGS,GUERRERO,"NORTHERN SIERRA MADRE DEL SUR, MEZCALA DISTRICT WITHIN BALSAS-MESCALA BASIN",17.8,17.9,-99.6,-99.75,SAE,,,s_MZ-11 [19488],ADAKITE [19488],,,,PALEOCENE [19488],,,,,VOL,,,,,WR [19488] ,65.2,0.7,,15.6,,,,3.87,3.7,2.2,0,,3.3,3.6,0.2,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,75.5,54,,,9.4,19.6,11.3,72.7,22.8,1.4,9,,,114.8,782.9,13.4,223.3,7.5,0.9,,,,,,,3,0.6,,,5.2,1255.8,38,78.1,9.2,36.3,6.4,1.8,4.4,0.5,2.8,0.5,1.3,0.2,1.1,0.2,6,0.6,0.7,,,,,,,,14.7,,8.8,1.9,,,,,,,,,,,,,,,,,,,,,,,,,929859
[19488],COMPLEX VOLCANIC SETTINGS,GUERRERO,"NORTHERN SIERRA MADRE DEL SUR, MEZCALA DISTRICT WITHIN BALSAS-MESCALA BASIN",17.8,17.9,-99.6,-99.75,SAE,,,s_MZ-12 [19488],ADAKITE [19488],,,,PALEOCENE [19488],,,,,VOL,,,,,WR [19488] ,65.4,0.7,,15.7,,,,3.33,4.5,2.1,0.1,,3.1,3.8,0.2,,,,,,,,,,,,,,,,0.7,,,,,,,,,,,,,,,2.2,,,,,,,,,,,,,,,75.7,53.2,,,7.8,20.4,15.2,68.6,22.1,1.3,4.1,,,86.7,772.8,12.3,194.4,6.5,0.8,,,,,,,2.6,0.4,,,2,1054.2,38.3,77.1,9.5,36.8,6.3,1.6,4.1,0.5,3,0.5,1.2,0.2,1.1,0.2,5.6,0.6,0.7,,,,,,,,19.2,,9.9,2.1,,,,,,,,,,,,,,,,,,,,,,,,,929860
[19488],COMPLEX VOLCANIC SETTINGS,GUERRERO,"NORTHERN SIERRA MADRE DEL SUR, MEZCALA DISTRICT WITHIN BALSAS-MESCALA BASIN",17.8,17.9,-99.6,-99.75,SAE,,,s_MZ-13 [19488],ADAKITE [19488],,,,PALEOCENE [19488],,,,,VOL,,,,,WR [19488] ,64.4,0.7,,16.1,,,,3.33,3.9,1.7,0,,3.3,3.9,0.2,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,2.7,,,,,,,,,,,,,,,64.2,45,,,7.7,16,10.6,95.2,22.2,1,2.2,,,106.9,753.2,10.9,192.6,6.8,1.2,,,,,,,1.5,0.3,,,5.5,1122.5,32.7,66.8,7.8,30.3,5.4,1.4,4,0.5,2.2,0.4,1,0.1,0.9,0.1,4.9,0.5,0.9,,,,,,,,14.8,,8.1,2.4,,,,,,,,,,,,,,,,,,,,,,,,,929861
[19488],COMPLEX VOLCANIC SETTINGS,GUERRERO,"NORTHERN SIERRA MADRE DEL SUR, MEZCALA DISTRICT WITHIN BALSAS-MESCALA BASIN",17.8,17.9,-99.6,-99.75,SAE,,,s_MZ-14 [19488],ADAKITE [19488],,,,PALEOCENE [19488],,,,,VOL,,,,,WR [19488] ,64.9,0.7,,15.7,,,,3.96,3.8,2.3,0,,3.2,3.7,0.3,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,2.6,,,,,,,,,,,,,,,80.9,61.7,,,10,24.1,14.3,87.7,22.9,1.3,7.8,,,110.7,781.2,13.5,209.8,7.6,1,,,,,,,2.9,0.5,,,5,1170.1,37.9,77.6,9.1,36.2,6.2,1.6,4,0.6,2.7,0.5,1.2,0.2,1.2,0.2,5.5,0.6,0.8,,,,,,,,16.5,,9.3,2.1,,,,,,,,,,,,,,,,,,,,,,,,,929862
[19488],COMPLEX VOLCANIC SETTINGS,GUERRERO,"NORTHERN SIERRA MADRE DEL SUR, MEZCALA DISTRICT WITHIN BALSAS-MESCALA BASIN",17.8,17.9,-99.6,-99.75,SAE,,,s_MZ-15 [19488],ADAKITE [19488],,,,PALEOCENE [19488],,,,,VOL,,,,,WR [19488] ,65.7,0.7,,16,,,,3.6,3.8,2,0,,3.2,3.8,0.2,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,2.7,,,,,,,,,,,,,,,72.6,51.9,,,8.7,19,15.1,92.8,23.1,1.2,7.5,,,104.3,795.1,12.8,205.2,7.1,0.9,,,,,,,1.6,0.7,,,6,1113.4,34.2,71,8.6,34.2,5.7,1.7,3.8,0.5,2.6,0.4,1.2,0.2,1.1,0.1,5.4,0.6,2.1,,,,,,,,22,,9.7,2.2,,,,,,,,,,,,,,,,,,,,,,,,,929863
