"CITATIONS","TECTONIC SETTING","LOCATION","LOCATION COMMENT","LATITUDE MIN","LATITUDE MAX","LONGITUDE MIN","LONGITUDE MAX","LAND OR SEA","ELEVATION MIN","ELEVATION MAX","SAMPLE NAME","ROCK NAME","MIN. AGE (YRS.)","MAX. AGE (YRS.)","GEOL.","AGE","ERUPTION DAY","ERUPTION MONTH","ERUPTION YEAR","ROCK TEXTURE","ROCK TYPE","DRILL DEPTH MIN","DRILL DEPTHAX","ALTERATION","MINERAL","MATERIAL","SIO2(WT%)","TIO2(WT%)","B2O3(WT%)","AL2O3(WT%)","CR2O3(WT%)","FE2O3(WT%)","FEO(WT%)","FEOT(WT%)","CAO(WT%)","MGO(WT%)","MNO(WT%)","NIO(WT%)","K2O(WT%)","NA2O(WT%)","P2O5(WT%)","H2O(WT%)","H2OP(WT%)","H2OM(WT%)","H2OT(WT%)","CO2(WT%)","CO1(WT%)","F(WT%)","CL(WT%)","CL2(WT%)","OH(WT%)","CH4(WT%)","SO2(WT%)","SO3(WT%)","SO4(WT%)","S(WT%)","LOI(WT%)","VOLATILES(WT%)","O(WT%)","OTHERS(WT%)","HE(CCM/G)","HE(CCMSTP/G)","HE3(CCMSTP/G)","HE3(AT/G)","HE4(CCM/G)","HE4(CCMSTP/G)","HE4(AT/G)","HE4(MOLE/G)","HE4(NCC/G)","HE(NCC/G)","LI(PPM)","BE(PPM)","B(PPM)","C(PPM)","CO2(PPM)","F(PPM)","NA(PPM)","MG(PPM)","AL(PPM)","P(PPM)","S(PPM)","CL(PPM)","K(PPM)","CA(PPM)","SC(PPM)","TI(PPM)","V(PPM)","CR(PPM)","MN(PPM)","FE(PPM)","CO(PPM)","NI(PPM)","CU(PPM)","ZN(PPM)","GA(PPM)","GE(PPM)","AS(PPM)","SE(PPM)","BR(PPM)","RB(PPM)","SR(PPM)","Y(PPM)","ZR(PPM)","NB(PPM)","MO(PPM)","RU(PPM)","RH(PPM)","PD(PPM)","AG(PPM)","CD(PPM)","IN(PPM)","SN(PPM)","SB(PPM)","TE(PPM)","I(PPM)","CS(PPM)","BA(PPM)","LA(PPM)","CE(PPM)","PR(PPM)","ND(PPM)","SM(PPM)","EU(PPM)","GD(PPM)","TB(PPM)","DY(PPM)","HO(PPM)","ER(PPM)","TM(PPM)","YB(PPM)","LU(PPM)","HF(PPM)","TA(PPM)","W(PPM)","RE(PPM)","OS(PPM)","IR(PPM)","PT(PPM)","AU(PPM)","HG(PPM)","TL(PPM)","PB(PPM)","BI(PPM)","TH(PPM)","U(PPM)","ND143_ND144","ND143_ND144_INI","EPSILON_ND","SR87_SR86","SR87_SR86_INI","PB206_PB204","PB206_PB204_INI","PB207_PB204","PB207_PB204_INI","PB208_PB204","PB208_PB204_INI","OS184_OS188","OS186_OS188","OS187_OS186","OS187_OS188","RE187_OS186","RE187_OS188","HF176_HF177","HE3_HE4","HE3_HE4(R/R(A))","HE4_HE3","HE4_HE3(R/R(A))","K40_AR40","AR40_K40","UNIQUE_ID",
"[10031][10040]","COMPLEX VOLCANIC SETTINGS","HYBLEAN (IBLEAN) PLATEAU","","37.17","37.17","14.92","14.92","SAE","","","s_I 17 [10031]","ANKARATRITE [10031] / ANKARAMITE [10040]","","","UPPER [10031]","MIOCENE [10031] / CENOZOIC [10040]","","","","","VOL","","","","","WR [10031] ","41.34","1.75","","13.39","","1.33","8.9","","13.26","9.6","0.16","","0.9","5.08","2.14","","","","","","","","","","","","","","","","2.14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","177","142","","","41","165","","","","","","","","20.6","2917","43","57","82","","","","","","","","","","","","0.58","1343","217","270","","","16.5","6.1","","1.73","","","","","2.8","","4.1","3.44","","","","","","","","","","","23.7","7.2","0.51298","","","0.70325","","19.91","","15.63","","39.46","","","","","","","","","","","","","","","189327",
"[10031][10040]","COMPLEX VOLCANIC SETTINGS","HYBLEAN (IBLEAN) PLATEAU","","37.17","37.17","14.92","14.92","SAE","","","s_I 18 [10031]","ANKARATRITE [10031] / ANKARAMITE [10040]","","","UPPER [10031]","MIOCENE [10031] / CENOZOIC [10040]","","","","","VOL","","","","","WR [10031] ","40.38","1.87","","12.8","","1.36","9.07","","13.39","9.97","0.17","","0.94","5.23","2.06","","","","","","","","","","","","","","","","2.76","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","174","150","","","40","166","","","","","","","","21.6","2800","45","125","92","","","","","","","","","","","","0.49","1360","230","368","","","17.5","6.5","","1.84","","","","","3.1","","4.4","3.96","","","","","","","","","","","25.5","7.3","0.513","","","0.70325","","20","","15.65","","39.58","","","","","","","","","","","","","","","189328",
"[10031][10040]","COMPLEX VOLCANIC SETTINGS","HYBLEAN (IBLEAN) PLATEAU","","37.17","37.17","14.92","14.92","SAE","","","s_I 111 [10031]","ANKARATRITE [10031] / ANKARAMITE [10040]","","","","NEOGENE [10031] / CENOZOIC [10040]","","","","","VOL","","","","","WR [10031] ","39.79","2.02","","14.58","","1.32","8.78","","13.51","11.22","0.18","","0.84","5","1.56","","","","","","","","","","","","","","","","1.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","248","275","","","46","207","","","","","","","","7.4","1943","38","142","139","","","","","","","","","","","","0.57","1171","136","272","","","15.4","5.1","","1.39","","","","","2.8","","4.3","5.69","","","","","","","","","","","13.9","3.9","0.51304","","","0.70308","","19.79","","15.63","","39.34","","","","","","","","","","","","","","","189329",
"[10031][10040]","COMPLEX VOLCANIC SETTINGS","HYBLEAN (IBLEAN) PLATEAU","","37.17","37.17","14.92","14.92","SAE","","","s_I 114 [10031]","ANKARATRITE [10031] / ANKARAMITE [10040]","","","","NEOGENE [10031] / CENOZOIC [10040]","","","","","VOL","","","","","WR [10031] ","36.43","2.05","","11.95","","1.44","9.61","","14.86","14.06","0.18","","0.85","2.91","1.9","","","","","","","","","","","","","","","","3.75","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","246","251","","","50","268","","","","","","","","16","2405","39","110","136","","","","","","","","","","","","0.21","1185","157","321","","","18.4","6.2","","1.55","","","","","3.2","","3.7","5.33","","","","","","","","","","","15.4","3.9","0.51299","","","0.70327","","19.71","","15.62","","39.26","","","","","","","","","","","","","","","189330",
"[15534][9752]","RIFT VOLCANICS","EAST AFRICAN RIFT / ETHIOPIAN RIFT / AFAR DEPRESSION / ASSAB VOLCANIC FIELD","","12.95","12.95","42.43","42.43","SAE","","","s_B-309 [15534]","ANKARAMITE [15534]","","","","","","","","","VOL","","","","","WR [15534] ","44.57","2.6","","12.78","","3.68","7.07","","13.03","10.22","0.16","","0.96","2.33","0.33","","1.38","0.1","","","","","","","","","","","","","","","","","","","","","","","","","","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17","466","","","","","","","","","","","","","","","","352","","","","","","","","","","","","","","","","","","","","","","","","","","","4.6","1.3","","","","","","","","","","","","","","","","","","","","","","","","","190114",
"[313][161]","OCEAN ISLAND","HAWAIIAN ISLANDS / MAUI / HALEAKALA / REJUVENATED STAGE / HANA SERIES","","20.72","20.72","-156.17","-156.17","SAE","","","s_1790 [313]","ANKARAMITE [313] / ALKALI BASALT [161]","","","","HOLOCENE [313]","","","1790","PORPHYRITIC [161] ","VOL","","","","","WR [313] ","42.62","2.88","","11.79","0.088","","","13.2","11.35","11.72","0.22","0.036","0.82","2.74","0.35","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.6","","339","606","","","103","265","107","116","","","","","","22.7","548","","170","35.3","","","","","","6.2","","","","","","","468","22.8","53.6","","26.8","6.27","2.12","","0.97","","","","","1.57","0.2","4.1","1.87","","0.000443","","","","","","","","","1.9","","0.51305","","","0.70323","","","","","","","","","","1.173","","183","","","","","","","","","1905",
"[1389]","OCEAN ISLAND","MASCARENE ISLANDS INCL. REUNION / MAURITIUS / SHIELD STAGE / OLDER SERIES","","-20.33","-20.33","57.5","57.5","SAE","","","s_A228 [1389]","ANKARAMITE [1389]","","","","","","","","","VOL","","","","","WR [1389] ","45.85","2.04","","10.06","","2.83","8.85","","11.12","15.63","0.15","","0.76","1.68","0.28","1.03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19180",
"[1399]","OCEAN ISLAND","CROZET ISLANDS / ILE DE LA POSSESSION","BASE OF MONT BRANCA","-46.4","-46.4","51.7","51.7","SAE","200","200","s_63-3 [1399]","ANKARAMITE [1399]","","","","","","","","","VOL","","","","","WR [1399] ","41.3","1.65","","11.35","","8.3","5.4","","17","10.8","0.16","","0.35","1.4","0.06","","1.7","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19373",
"[7521]","CONVERGENT MARGIN","HONSHU ARC / CENTRAL HONSHU ARC / HONSHU","MINO BELT, FUNAFUSEYAMA AREA, HASHIKADANI ROUTE","35.5","36","136.8","137.2","SAE","","","s_20429-5 [7521]","ANKARAMITE [7521]","","","","JURASSIC [7521]","","","","","VOL","","","","","WR [7521] ","44.72","3.94","","11.16","","","","8.53","13.99","7.52","0.1","","2.27","2.02","0.83","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41.2","","391","204","","","44.2","77","35","88","","","","","","42","666","41","404","72","","","","","","","","","","","","","3933","46.4","97.7","","","12.4","4","","","","","","","2.4","0.33","9.5","4.2","","","","","","","","","2","","6.2","","","","","","","","","","","","","","","","","","","","","","","","","","194896",
"[7521]","CONVERGENT MARGIN","HONSHU ARC / CENTRAL HONSHU ARC / HONSHU","MINO BELT, FUNAFUSEYAMA AREA, HASHIKADANI ROUTE","35.5","36","136.8","137.2","SAE","","","s_21117-4C [7521]","ANKARAMITE [7521]","","","","JURASSIC [7521]","","","","","VOL","","","","","WR [7521] ","45.32","4.37","","12.84","","","","9.96","10.75","5.13","0.11","","2.65","3.06","1.14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.8","","417","131","","","32.5","53","94","107","","","","","","54","842","46","433","98","","","","","","","","","","","","","1615","68","136.1","","","14.2","4.7","","","","","","","3.5","0.37","8.3","5.9","","","","","","","","","5","","8.7","","","","","","","","","","","","","","","","","","","","","","","","","","194897",
"[6092]","CONTINENTAL FLOOD BASALT","NORTH ATLANTIC IGNEOUS PROVINCE (NAIP) / EAST GREENLAND / BLOSSEVILLE KYST PLATEAU LAVAS","KANGERDLUGSSUAQ, TRIANGULAR NUNATAK","68.1","68.5","-32.1","-33.1","SAE","","","s_WR3352 [6092]","ANKARAMITE [6092]","","","","","","","","","VOL","","","","","WR [6092] ","44.7","3.84","","7.88","","6.53","6.52","","12.08","11.53","0.19","","1.94","1.94","0.63","","","","","","","","","","","","","","","","2.85","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38","902","19.5","275","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.75","6.9","","","","","","","","","","","","","","","","","","","","","","","","","197317",
"[7688]","SEAMOUNT","TRINDADE-VITORIA RISE / COLUMBIA","","-20.7","-20.7","-31.85","-31.85","SAQ","","","s_ANKAMARITE [7688]","ANKARAMITE [7688]","10000000 [7688]","10000000 [7688]","","MIOCENE [7688]","","","","","VOL","","","","","WR [7688] ","33.82","4.67","","11.9","","","15.7","","15.05","15.11","0.45","","0.4","0.7","1.79","","","","","","","","","","","","","","","","15.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","265","","","","","","","","1","985","33","161","57","","","","","","","","","","","","","385","57.2","144.4","","60.2","11.2","3.56","","1.13","","","","","2.05","0.27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","198734",
"[7683]","OCEANIC PLATEAU","CARIBBEAN-COLOMBIAN PLATEAU / COLOMBIA / PALLATANGA UNIT","GUARANDA","-1.5","-1.5","-79","-79","SAE","","","s_98G10 [7683]","ANKARAMITE [7683]","","","","","","","","","VOL","","","","","WR [7683] ","49","1.15","","12.1","0.08","","","11.5","11.7","10.46","0.19","0.03","0.14","3.35","0.25","","","","","","","","","","","","","","","","1.89","","","","","","","","","","","","","","","","","","","","","","","","","","","","52","","341","519","","","60.5","220","91","95","","","","","","0.81","152","17.4","58","7.57","","","","","","","","","","","","","49.6","3.5","8.5","1.37","7.04","2.3","0.83","2.78","0.49","3.1","0.63","1.61","","1.52","0.22","1.55","0.34","","","","","","","","","0.91","","0.25","0.08","0.512999","","","0.703327","","19.71","","15.61","","39.19","","","","","","","","","","","","","","","199032",
"[7683]","OCEANIC PLATEAU","CARIBBEAN-COLOMBIAN PLATEAU / COLOMBIA / PALLATANGA UNIT","GUARANDA","-1.5","-1.5","-79","-79","SAE","","","s_98G11 [7683]","ANKARAMITE [7683]","","","","","","","","","VOL","","","","","WR [7683] ","48.4","1.11","","11.7","0.11","","","10.6","15.44","9.93","0.18","0.02","0.1","2.21","0.17","","","","","","","","","","","","","","","","1.34","","","","","","","","","","","","","","","","","","","","","","","","","","","","52","","353","668","","","54","167","217","83","","","","","","0.54","267","17","54.2","6.45","","","","","","","","","","","","","44.8","3.57","8.17","1.37","7.13","2.31","0.86","2.81","0.5","3.11","0.63","1.57","","1.47","0.22","1.51","0.3","","","","","","","","","1.51","","0.23","0.07","0.513009","","","0.703487","","19.67","","15.61","","39.19","","","","","","","","","","","","","","","199033",
"[7683]","OCEANIC PLATEAU","CARIBBEAN-COLOMBIAN PLATEAU / COLOMBIA / PALLATANGA UNIT","GUARANDA","-1.5","-1.5","-79","-79","SAE","","","s_98G12 [7683]","ANKARAMITE [7683]","","","","","","","","","VOL","","","","","WR [7683] ","43.4","1.38","","14.6","0.05","","","12.7","18.02","8.47","0.2","0.02","0.1","0.81","0.21","","","","","","","","","","","","","","","","2.38","","","","","","","","","","","","","","","","","","","","","","","","","","","","45","","317","321","","","57.3","172","111","83","","","","","","0.68","757","20.6","72","9.44","","","","","","","","","","","","","16.43","4.8","11.11","1.81","9.2","2.89","1.05","3.34","0.59","3.72","0.75","1.93","","1.79","0.26","1.95","0.4","","","","","","","","","3.23","","0.34","0.12","0.512994","","","0.703352","","19.65","","15.6","","39.17","","","","","","","","","","","","","","","199034",
"[7683]","OCEANIC PLATEAU","CARIBBEAN-COLOMBIAN PLATEAU / COLOMBIA / PALLATANGA UNIT","GUARANDA","-1.5","-1.5","-79","-79","SAE","","","s_97G4 [7683]","ANKARAMITE [7683]","","","","","","","","","VOL","","","","","WR [7683] ","47.6","1.28","","12.2","0.16","","","12.6","11.26","12.11","0.2","0.06","0.76","1.67","0.1","","","","","","","","","","","","","","","","2.89","","","","","","","","","","","","","","","","","","","","","","","","","","","","32","","355","989","","","73.9","388","26","104","","","","","","11.82","85.5","19.4","51","3.22","","","","","","","","","","","","","133","3.87","10.45","1.62","7.69","2.24","0.85","2.82","0.5","3.19","0.66","1.79","","1.46","0.2","1.48","0.18","","","","","","","","","0.44","","0.22","0.08","0.513046","","","0.703568","","18.81","","15.52","","38.46","","","","","","","","","","","","","","","199035",
"[7683]","OCEANIC PLATEAU","CARIBBEAN-COLOMBIAN PLATEAU / COLOMBIA / PALLATANGA UNIT","GUARANDA","-1.5","-1.5","-79","-79","SAE","","","s_98G4 [7683]","ANKARAMITE [7683]","","","","","","","","","VOL","","","","","WR [7683] ","48","1.28","","11.2","0.12","","","12.6","11.49","12.99","0.19","0.06","0.57","1.42","0.11","","","","","","","","","","","","","","","","2.57","","","","","","","","","","","","","","","","","","","","","","","","","","","","55","","318","742","","","72","400","18","94","","","","","","7.71","61.8","17","69","4.48","","","","","","","","","","","","","116","3.69","10.02","1.64","8.54","2.68","0.96","3.16","0.52","3.22","0.63","1.55","","1.36","0.2","1.78","0.21","","","","","","","","","0.27","","0.25","0.08","0.513043","","","0.703476","","18.58","","15.53","","38.39","","","","","","","","","","","","","","","199036",
"[7683]","OCEANIC PLATEAU","CARIBBEAN-COLOMBIAN PLATEAU / COLOMBIA / PALLATANGA UNIT","GUARANDA","-1.5","-1.5","-79","-79","SAE","","","s_98G9 [7683]","ANKARAMITE [7683]","","","","","","","","","VOL","","","","","WR [7683] ","46.6","0.98","","8.89","0.23","","","12.5","12.51","17.44","0.2","0.09","0.03","0.42","0.08","","","","","","","","","","","","","","","","3.93","","","","","","","","","","","","","","","","","","","","","","","","","","","","68","","290","1282","","","75.1","588","13","81","","","","","","0.51","14.6","8.25","27.1","3.25","","","","","","","","","","","","","6.62","2.43","7.01","1.16","6.11","2.02","0.77","2.54","0.45","2.71","0.54","1.43","","1.25","0.18","0.76","0.27","","","","","","","","","0.27","","0.21","0.05","0.51303","","","0.703261","","19.59","","15.59","","39.12","","","","","","","","","","","","","","","199037",
"[7997]","OCEAN ISLAND","AUSTRAL-COOK ISLANDS / RAROTONGA","","-21.25","-21.25","-159.75","-159.75","SAE","","","s_82 [7997]","ANKARAMITE [7997]","1100000 [7997]","2300000 [7997]","","PLEISTOCENE [7997]","","","","","VOL","","","","","WR [7997] ","43.93","3.07","","10.8","","","","12.58","13.12","12.93","0.23","","1.5","1.36","0.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","201517",
"[7997]","OCEAN ISLAND","AUSTRAL-COOK ISLANDS / RAROTONGA","","-21.25","-21.25","-159.75","-159.75","SAE","","","s_81 [7997]","ANKARAMITE [7997]","1100000 [7997]","2300000 [7997]","","PLEISTOCENE [7997]","","","","","VOL","","","","","WR [7997] ","43.74","4.29","","14.61","","","","12.56","10.95","6.04","0.22","","2.69","3.42","1.47","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","201518",
"[8027]","INTRAPLATE VOLCANICS","AUSTRALIA / TASMAN OROGEN / QUEENSLAND / GYMPIE TERRANE - GYMPIE GROUP","HIGHBURY VOLCANICS, NEW ENGLAND FAULT BELT","-26.21","-26.35","152.66","152.69","SAE","","","s_HV4 [8027]","ANKARAMITE [8027]","270000000 [8027]","270000000 [8027]","","PERMIAN [8027]","","","","","VOL","","","","","WR [8027] ","53.26","0.98","","17.07","","10.34","","","6.7","4.67","0.2","","0.75","5.83","0.32","","","","","","","","","","","","","","","","2.81","","","","","","","","","","","","","","","","","","","","","","","","","","","","37","","288","118","","","","57","","","","","","","","20.2","271","31","71","2.4","","","","","","","","","","","","","372","9.4","20.5","","14.16","3.78","","","","","","","","2.8","","","0.15","","","","","","","","","","","2.1","","0.512862","","","","","","","","","","","","","","","","","","","","","","","","201888",
"[8027]","INTRAPLATE VOLCANICS","AUSTRALIA / TASMAN OROGEN / QUEENSLAND / GYMPIE TERRANE - GYMPIE GROUP","HIGHBURY VOLCANICS, NEW ENGLAND FAULT BELT","-26.21","-26.35","152.66","152.69","SAE","","","s_HV2 [8027]","ANKARAMITE [8027]","270000000 [8027]","270000000 [8027]","","PERMIAN [8027]","","","","","VOL","","","","","WR [8027] ","47.84","0.71","","13.86","","10.44","","","8.14","10.15","0.18","","0.9","3.1","0.61","","","","","","","","","","","","","","","","3.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","288","618","","","","155","","","","","","","","32","141","38","49","2","","","","","","","","","","","","","240","17","22","","19","","","","","","","","","3.5","","","0.13","","","","","","","","","9","","7.1","","","","","","","","","","","","","","","","","","","","","","","","","","201889",
"[8027]","INTRAPLATE VOLCANICS","AUSTRALIA / TASMAN OROGEN / QUEENSLAND / GYMPIE TERRANE - GYMPIE GROUP","HIGHBURY VOLCANICS, NEW ENGLAND FAULT BELT","-26.21","-26.35","152.66","152.69","SAE","","","s_HV9 [8027]","ANKARAMITE [8027]","270000000 [8027]","270000000 [8027]","","PERMIAN [8027]","","","","","VOL","","","","","WR [8027] ","53.5","0.82","","15.48","","10.7","","","8.32","5.56","0.16","","0.66","5.46","0.36","","","","","","","","","","","","","","","","2.13","","","","","","","","","","","","","","","","","","","","","","","","","","","","40","","352","188","","","","83","","","","","","","","15.2","126","34","64","1.7","","","","","","","","","","","","","245","21","29","","20.47","5.23","","","","","","","","3.1","","","0.11","","","","","","","","","","","2","","0.512842","","","","","","","","","","","","","","","","","","","","","","","","201890",
"[8027]","INTRAPLATE VOLCANICS","AUSTRALIA / TASMAN OROGEN / QUEENSLAND / GYMPIE TERRANE - GYMPIE GROUP","HIGHBURY VOLCANICS, NEW ENGLAND FAULT BELT","-26.21","-26.35","152.66","152.69","SAE","","","s_HV39 [8027]","ANKARAMITE [8027]","270000000 [8027]","270000000 [8027]","","PERMIAN [8027]","","","","","VOL","","","","","WR [8027] ","54.12","0.74","","13.81","","8.83","","","7.98","9.31","0.2","","1.05","4.08","0.15","","","","","","","","","","","","","","","","2.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","33","","203","527","","","","164","","","","","","","","37.5","107","18","60","3","","","","","","","","","","","","","302","5","13.3","","20.32","5.32","","","","","","","","1.6","","","0.19","","","","","","","","","","","1.9","","0.512831","","","","","","","","","","","","","","","","","","","","","","","","201891",
"[8037]","RIFT VOLCANICS","MID-AFRICAN RIFT SYSTEM / CAMEROON LINE (CONTINENTAL SECTION) / SOUTHERN CAMEROON LINE / MOUNT CAMEROON","","4.203","4.203","9.17","9.17","SAE","","","s_C30 [8037]","ANKARAMITE [8037]","","","","","","","","","VOL","","","","HE3_HE4(R/R(A)) from OLIVINE [8037]","MIN [8037] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.33","","","","","202204",
"[8028]","RIFT VOLCANICS","MID-AFRICAN RIFT SYSTEM / CAMEROON LINE (CONTINENTAL SECTION) / ADAMAWA (ADAMAOUA) PLATEAU / TCHABAL NGANHA","","7.33","7.42","13.92","14.08","SAE","","","s_220 [8028]","ANKARAMITE [8028]","","","","NEOGENE [8028]","","","","PORPHYRITIC [8028] ","VOL","","","","","WR [8028] ","41.84","3.23","","11.49","","","","11.71","12.31","11.53","0.2","","0.52","2.32","0.62","","","","","","","","","","","","","","","","2.97","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","294","506","","","61","212","65","","","","","","","18","685","30.73","","","","","","","","","","","","","","","381","50.67","101.67","","40.02","9.74","2.82","8.26","","5.71","","2.52","","2","0.34","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","202820",
"[8028]","RIFT VOLCANICS","MID-AFRICAN RIFT SYSTEM / CAMEROON LINE (CONTINENTAL SECTION) / ADAMAWA (ADAMAOUA) PLATEAU / TCHABAL NGANHA","","7.33","7.42","13.92","14.08","SAE","","","s_4B [8028]","ANKARAMITE [8028]","","","","NEOGENE [8028]","","","","PORPHYRITIC [8028] ","VOL","","","","","WR [8028] ","39.96","4.14","","12.92","","","","12.72","11.92","10.38","0.18","","0.83","2.61","1.23","","","","","","","","","","","","","","","","1.95","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","333","192","","","64","142","38","","","","","","","50","720","","","","","","","","","","","","","","","","423","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.70312","","","","","","","","","","","","","","","","","","","","","202821",
"[1423]","OCEAN ISLAND","COMOROS / GRANDE COMORE (NJAZIDJA) / MOUNT KARTHALA","","-11.35","-11.35","43.2","43.2","SAE","","","s_1 [1423]","ANKARAMITE [1423]","","","","","","","","PHYRIC [1423] ","VOL","","","","","WR [1423] ","47.05","2.38","","13.23","","2.53","9.16","","11.36","9.21","0.19","","1.25","2.89","0.43","0.42","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","337","","","","212","102","93","","","","","","29","512","","201","","","","","","","","","","","","","","381","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20436",
"[1423]","OCEAN ISLAND","COMOROS / GRANDE COMORE (NJAZIDJA) / MOUNT KARTHALA","","-11.35","-11.35","43.2","43.2","SAE","","","s_13 [1423]","ANKARAMITE [1423]","","","","","","","","PHYRIC [1423] ","VOL","","","","","WR [1423] ","45.4","1.6","","8.46","","3.29","8.42","","11.79","17.43","0.2","","0.52","1.42","0.26","0.86","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93","85","","","","","","14","288","","121","","","","","","","","","","","","","","280","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20438",
"[1423]","OCEAN ISLAND","COMOROS / GRANDE COMORE (NJAZIDJA) / MOUNT KARTHALA","","-11.35","-11.35","43.2","43.2","SAE","","","s_41 [1423]","ANKARAMITE [1423]","","","","","","","","PHYRIC [1423] ","VOL","","","","","WR [1423] ","47.37","1.91","","11.75","","1.88","9.19","","12.92","11.22","0.18","","0.83","2.58","0.3","0.13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","450","","","","176","116","85","","","","","","24","360","","168","","","","","","","","","","","","","","370","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20443",
"[810]","OCEAN ISLAND","AUSTRAL-COOK ISLANDS / MANGAIA","","-21.93","-21.93","-157.93","-157.93","SAE","","","s_MGA-C8 [810]","ANKARAMITE [810]","16000000 [810]","20000000 [810]","","MIOCENE [810]","","","","","VOL","","","","HE(CCMSTP/G) from CLINOPYROXENE [810], HE3_HE4(R/R(A)) from CLINOPYROXENE [810]","MIN [810] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0000000056","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.8","","","","","20666",
"[810]","OCEAN ISLAND","AUSTRAL-COOK ISLANDS / MANGAIA","","-21.93","-21.93","-157.93","-157.93","SAE","","","s_MGA-C12 [810]","ANKARAMITE [810]","16000000 [810]","20000000 [810]","","MIOCENE [810]","","","","","VOL","","","","HE(CCMSTP/G) from OLIVINE [810], HE3_HE4(R/R(A)) from OLIVINE [810]","MIN [810] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000000008","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.1","","","","","20668",
