"CITATIONS","TECTONIC SETTING","LOCATION","LOCATION COMMENT","LATITUDE MIN","LATITUDE MAX","LONGITUDE MIN","LONGITUDE MAX","LAND OR SEA","ELEVATION MIN","ELEVATION MAX","SAMPLE NAME","ROCK NAME","MIN. AGE (YRS.)","MAX. AGE (YRS.)","GEOL.","AGE","ERUPTION DAY","ERUPTION MONTH","ERUPTION YEAR","ROCK TEXTURE","ROCK TYPE","DRILL DEPTH MIN","DRILL DEPTHAX","ALTERATION","MINERAL","MATERIAL","SIO2(WT%)","TIO2(WT%)","B2O3(WT%)","AL2O3(WT%)","CR2O3(WT%)","FE2O3(WT%)","FEO(WT%)","FEOT(WT%)","CAO(WT%)","MGO(WT%)","MNO(WT%)","NIO(WT%)","K2O(WT%)","NA2O(WT%)","P2O5(WT%)","H2O(WT%)","H2OP(WT%)","H2OM(WT%)","H2OT(WT%)","CO2(WT%)","CO1(WT%)","F(WT%)","CL(WT%)","CL2(WT%)","OH(WT%)","CH4(WT%)","SO2(WT%)","SO3(WT%)","SO4(WT%)","S(WT%)","LOI(WT%)","VOLATILES(WT%)","O(WT%)","OTHERS(WT%)","HE(CCM/G)","HE(CCMSTP/G)","HE3(CCMSTP/G)","HE3(AT/G)","HE4(CCM/G)","HE4(CCMSTP/G)","HE4(AT/G)","HE4(MOLE/G)","HE4(NCC/G)","HE(NCC/G)","LI(PPM)","BE(PPM)","B(PPM)","C(PPM)","CO2(PPM)","F(PPM)","NA(PPM)","MG(PPM)","AL(PPM)","P(PPM)","S(PPM)","CL(PPM)","K(PPM)","CA(PPM)","SC(PPM)","TI(PPM)","V(PPM)","CR(PPM)","MN(PPM)","FE(PPM)","CO(PPM)","NI(PPM)","CU(PPM)","ZN(PPM)","GA(PPM)","GE(PPM)","AS(PPM)","SE(PPM)","BR(PPM)","RB(PPM)","SR(PPM)","Y(PPM)","ZR(PPM)","NB(PPM)","MO(PPM)","RU(PPM)","RH(PPM)","PD(PPM)","AG(PPM)","CD(PPM)","IN(PPM)","SN(PPM)","SB(PPM)","TE(PPM)","I(PPM)","CS(PPM)","BA(PPM)","LA(PPM)","CE(PPM)","PR(PPM)","ND(PPM)","SM(PPM)","EU(PPM)","GD(PPM)","TB(PPM)","DY(PPM)","HO(PPM)","ER(PPM)","TM(PPM)","YB(PPM)","LU(PPM)","HF(PPM)","TA(PPM)","W(PPM)","RE(PPM)","OS(PPM)","IR(PPM)","PT(PPM)","AU(PPM)","HG(PPM)","TL(PPM)","PB(PPM)","BI(PPM)","TH(PPM)","U(PPM)","ND143_ND144","ND143_ND144_INI","EPSILON_ND","SR87_SR86","SR87_SR86_INI","PB206_PB204","PB206_PB204_INI","PB207_PB204","PB207_PB204_INI","PB208_PB204","PB208_PB204_INI","OS184_OS188","OS186_OS188","OS187_OS186","OS187_OS188","RE187_OS186","RE187_OS188","HF176_HF177","HE3_HE4","HE3_HE4(R/R(A))","HE4_HE3","HE4_HE3(R/R(A))","K40_AR40","AR40_K40","UNIQUE_ID",
"[809][814]","OCEAN ISLAND","AUSTRAL-COOK ISLANDS / MANGAIA","","-21.93","-21.93","-157.93","-157.93","SAE","","","s_MAN-101 [809]","ANKARAMITE [809]","16000000 [809]","20000000 [809]","","MIOCENE [809]","","","","","VOL","","","","","WR [809] ","","","","","","","","","","","","","0.528","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.5","493","","","","","","","","","","","","","","","","","","","","32.2","6.76","","","","","","","","","","","","","","","","","","","","1.55","","2.89","0.83","0.512848","","","0.70286","","21.647","","15.825","","40.602","","","","","","","","","","","","","","","7633",
"[562][567]","OCEAN ISLAND","SOCIETY ISLANDS / TAHITI / TAHITI-NUI","","-17.7","-17.7","-149.45","-149.45","SAE","","","s_TH-2 [562]","BASALT [562] / BASANITE [567]","570000 [567]","570000 [567]","","PLEISTOCENE [567]","","","","","VOL","","","F","","WR [562] ","45.61","2.49","","8.62","","2.05","9.32","12.57","11.52","16.75","0.18","","0.63","1.56","0.27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","231","1245","","","83","498","65","","","","","","","13.6","326","19.2","182","21.4","","","","","","","","","","","","","167","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7646",
"[562][557][1457][15602]","SEAMOUNT","SOCIETY ISLANDS / TEAHITIA","","-17.6","-17.6","-148.9","-148.9","SAQ","-1900","-2100","s_5-1 [562] / s_SO47 5DS 1 [15602]","BASALT [562] / BASANITE [557]","","","","","","","","","VOL","","","","","WR [562] ","45.8","3.37","","13.62","","3.23","7.76","","8.7","8.28","0.17","","2.58","3.99","0.65","1.08","","","","0.02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","242","296","","","51","193","45","134","","","","","","56.9","864","32.5","407","66.4","","","","","","","","","","","","","733","49.6","123","","60.2","11.9","3.66","10.1","","7","","2.85","","2","","","","","","","","","","","","10","","","","0.51276","","","0.704559","","","","","","","","","","","","","","","","6.92","","","","","7668",
"[562][1457]","SEAMOUNT","SOCIETY ISLANDS / TEAHITIA / B SERIES","","-17.6","-17.6","-148.9","-148.9","SAQ","","","s_20-1 [562]","BASALT [562]","","","","","","","","","VOL","","","","","WR [562] ","45.77","3.32","","13.4","","2.81","8.17","","8.46","8.87","0.17","","2.55","4.03","0.63","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","234","317","","","49","220","39","132","","","","","","56.9","856","33.4","399","65.2","","","","","","","","","","","","","714","57.8","121.8","","61","11.9","3.67","10.1","","6.91","","2.78","","1.95","","","","","","","","","","","","4.72","","","","0.512774","","","0.70459","","","","","","","","","","","","","","","","","","","","","7674",
"[18081]","OCEAN ISLAND","CAPE VERDE ISLANDS / FOGO","AIRPORT","14.89444","14.89444","-24.47881","-24.47881","SAE","260","260","s_FG05-03-AA1 [18081]","ANKARAMITE [18081]","","","","","","","","","VOL","","","","HE3_HE4(R/R(A)) from PYROXENE [18081]","MIN [18081] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.2","","","","","770569",
"[18081]","OCEAN ISLAND","CAPE VERDE ISLANDS / FOGO","AIRPORT","14.89444","14.89444","-24.47881","-24.47881","SAE","260","260","s_FG05-04-AA2 [18081]","ANKARAMITE [18081]","","","","","","","","","VOL","","","","HE3_HE4(R/R(A)) from PYROXENE [18081]","MIN [18081] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.4","","","","","770570",
"[18081]","OCEAN ISLAND","CAPE VERDE ISLANDS / FOGO","AIRPORT","14.89256","14.89256","-24.47917","-24.47917","SAE","242","242","s_FG05-05-AA3 [18081]","ANKARAMITE [18081]","","","","","","","","","VOL","","","","HE3_HE4(R/R(A)) from PYROXENE [18081]","MIN [18081] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.3","","","","","770571",
"[1230][11319]","OCEAN ISLAND","MASCARENE ISLANDS INCL. REUNION / REUNION / PITON DE LA FOURNAISE","RIVIERE LANGEVIN","-21.25","-21.25","55.66","55.66","SAE","2060","2060","s_LGV14 [1230]","ANKARAMITE [1230]","","","","","","","","","VOL","","","","","WR [1230] ","42.72","1.2","","6.68","","","","12.52","5.97","26.67","0.18","","0.22","0.97","0.12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.4","","161.1","1697","","","","1165.2","65.2","101.3","","","","","","3.66","160","11.9","82.2","8.9","","","","","","","","","","","","0.066","60","8.7","20.7","2.66","12","2.81","0.95","2.92","0.46","2.6","0.48","1.27","","0.97","0.16","2.07","","","","","","","","","","0.74","","0.73","0.274","0.512803","","","0.704212","","18.761","","15.535","","38.744","","","","","","","","0.283035","","","","","","","7788",
"[10135]","INTRAPLATE VOLCANICS","EUROPEAN OROGENIC BELT - PALEOZOIC / GREAT BRITAIN / SCOTLAND","MACHRIHANISH SHORE, KINTYRE","55.58","55.58","-5.58","-5.58","SAE","","","s_KT160 [10135]","ANKARAMITE [10135]","320000000 [10135]","360000000 [10135]","","CARBONIFEROUS [10135]","","","","","VOL","","","","","WR [10135] ","44.71","2.63","","13.73","","","","13.13","10.33","8.15","0.18","","0.89","2.19","0.37","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30","","338","302","","","","143","32","100","","","","","","23","483","27","207","32","","","","","","","","","","","","","331","26","61","","27","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","786164",
"[10135]","INTRAPLATE VOLCANICS","EUROPEAN OROGENIC BELT - PALEOZOIC / GREAT BRITAIN / SCOTLAND","KINTYRE","55.58","55.58","-5.58","-5.58","SAE","","","s_KT171 [10135]","ANKARAMITE [10135]","320000000 [10135]","360000000 [10135]","","CARBONIFEROUS [10135]","","","","","VOL","","","","","WR [10135] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.4","324.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.70419","","","","","","","","","","","","","","","","","","","","","786188",
"[10886]","INTRAPLATE VOLCANICS","EUROPEAN OROGENIC BELT - PALEOZOIC / GREAT BRITAIN / SCOTLAND","EAST LOTHIAN","56","56","-2.6","-2.6","SAE","","","s_L19 [10886]","ANKARAMITE [10886]","354000000 [10886]","354000000 [10886]","","CARBONIFEROUS [10886]","","","","","VOL","","","","","WR [10886] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.1","814.9","","","","","","","","","","","","","","","","","","","","43.7","7.99","","","","","","","","","","","","","","","","","","","","2.9","","","1","0.512601","","","0.70319","","19.584","","15.641","","39.645","","","","","","","","","","","","","","","786208",
"[10886]","INTRAPLATE VOLCANICS","EUROPEAN OROGENIC BELT - PALEOZOIC / GREAT BRITAIN / SCOTLAND","KINTYRE","55.58","55.58","-5.58","-5.58","SAE","","","s_KT147 [10886]","ANKARAMITE [10886]","320000000 [10886]","320000000 [10886]","","CARBONIFEROUS [10886]","","","","","VOL","","","","","WR [10886] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.7","418.4","","","","","","","","","","","","","","","","","","","","24.7","5.4","","","","","","","","","","","","","","","","","","","","2","","","0.8","0.512676","","","0.70386","","19.545","","15.571","","39.566","","","","","","","","","","","","","","","786211",
"[10886]","INTRAPLATE VOLCANICS","EUROPEAN OROGENIC BELT - PALEOZOIC / GREAT BRITAIN / IRELAND","ARRAN","54.17","54.17","-8.06","-8.06","SAE","","","s_A7 [10886]","ANKARAMITE [10886]","330000000 [10886]","330000000 [10886]","","CARBONIFEROUS [10886]","","","","","VOL","","","","","WR [10886] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.7","155.8","","","","","","","","","","","","","","","","","","","","26.9","5.51","","","","","","","","","","","","","","","","","","","","2.3","","","0.9","0.512601","","","0.70446","","19.615","","15.572","","39.743","","","","","","","","","","","","","","","786231",
"[3732]","CONVERGENT MARGIN","SUNDA ARC / SUNDA ARC / LOMBOK / RINDJANI/RINJANI","","-8.42","-8.42","116.47","116.47","SAE","","3726","s_48004 [3732]","ANKARAMITE [3732]","","","","","","","","","VOL","","","","","WR [3732] ","48.33","0.91","","15.34","","1.73","8.81","","12.3","8.39","0.2","","1.29","2.42","0.28","","2.27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39","","","190","","","","57","","","","","","","","38","611","18","57","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80918",
"[567]","OCEAN ISLAND","SOCIETY ISLANDS / TAHITI / TAHITI-NUI","","-17.7","-17.7","-149.45","-149.45","SAE","","","s_TC-39 [567]","ALKALI BASALT [567]","900000 [567]","900000 [567]","","PLEISTOCENE [567]","","","","","VOL","","","F","","WR [567] ","45.39","3.26","","13.26","","","","12.05","10.47","9.94","","","1.48","3.34","0.53","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37.1","641","32.7","283","42.5","","","","","","","","","","","","","426","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8095",
"[567]","OCEAN ISLAND","SOCIETY ISLANDS / TAHITI / TAHITI-NUI","","-17.7","-17.7","-149.45","-149.45","SAE","","","s_TC-47 [567]","BASALT [567]","960000 [567]","960000 [567]","","PLEISTOCENE [567]","","","","","VOL","","","F","","WR [567] ","43.92","2.46","","9.18","","","","13.79","8.41","18.63","","","0.61","2.69","0.34","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64.4","560","21.9","234","38.4","","","","","","","","","","","","","322","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8096",
"[567]","OCEAN ISLAND","SOCIETY ISLANDS / TAHITI / TAHITI-NUI","","-17.7","-17.7","-149.45","-149.45","SAE","","","s_TH-65 [567]","BASALT [567]","750000 [567]","750000 [567]","","PLEISTOCENE [567]","","","","","VOL","","","F","","WR [567] ","44.35","3.24","","11.46","","","","12.67","10.57","12.85","","","1.34","2.99","0.48","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.3","720","31.3","278","49.6","","","","","","","","","","","","","428","","","","44.7","9.24","","","","","","","","","","","","","","","","","","","","","","","","0.512817","","","0.704456","","","","","","","","","","","","","","","","","","","","","8098",
"[567]","OCEAN ISLAND","SOCIETY ISLANDS / TAHITI / TAHITI-NUI","","-17.7","-17.7","-149.45","-149.45","SAE","","","s_TH-66 [567]","ALKALI BASALT [567]","960000 [567]","960000 [567]","","PLEISTOCENE [567]","","","","","VOL","","","F","","WR [567] ","46.7","2.98","","11.77","","","","11.98","9.54","12.07","","","1.57","2.62","0.45","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35","565","29","286","51.8","","","","","","","","","","","","","432","","","","42.4","8.61","","","","","","","","","","","","","","","","","","","","5.86","","","","0.512679","","","0.705251","","19.216","","15.621","","38.965","","","","","","","","","","","","","","","8099",
"[567]","OCEAN ISLAND","SOCIETY ISLANDS / TAHITI / TAHITI-NUI","","-17.7","-17.7","-149.45","-149.45","SAE","","","s_TC-77 [567]","ALKALI BASALT [567]","960000 [567]","960000 [567]","","PLEISTOCENE [567]","","","","","VOL","","","F","","WR [567] ","45.54","2.81","","12","","","","11.94","11.04","12.76","","","1.06","2.36","0.45","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.5","590","26.8","264","41.2","","","","","","","","","","","","","405","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8101",
"[567]","OCEAN ISLAND","SOCIETY ISLANDS / TAHITI / TAHITI-NUI","","-17.7","-17.7","-149.45","-149.45","SAE","","","s_TH-14 [567]","BASANITE [567]","280000 [567]","280000 [567]","","PLEISTOCENE [567]","","","","","VOL","","","F","","WR [567] ","42.3","3.26","","10.73","","","","13.47","11.34","14.73","","","1.23","2.3","0.44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.2","604","28.3","223","43.6","","","","","","","","","","","","","369","","","","39.6","8.53","","","","","","","","","","","","","","","","","","","","1.92","","","","0.512904","","","0.704006","","18.999","","15.569","","38.691","","","","","","","","","","","","","","","8107",
"[4294]","OCEAN ISLAND","HAWAIIAN ISLANDS / MAUI / HALEAKALA / REJUVENATED STAGE / HANA SERIES","","20.6353","20.6353","-156.3433","-156.3433","SAE","","","s_BEM-58 [4294]","ANKARAMITE [4294]","","","","","","","","","VOL","","","","","WR [4294] ","42.27","3.34","","14.57","","","","14.02","11.14","7.78","0.19","","1.12","3.78","0.49","","","","","","","","","","","","","","","","-0.64","","","","","","","","","","","","","","","","","","","","","","","","","","","","25","","386","204","","","","76","39","120","","","","","","27","738","28","204","42","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82667",
"[4294]","OCEAN ISLAND","HAWAIIAN ISLANDS / MAUI / HALEAKALA / REJUVENATED STAGE / HANA SERIES","","20.6936","20.6936","-156.3211","-156.3211","SAE","","","s_EMH-86 [4294]","ANKARAMITE [4294]","","","","","","","","","VOL","","","","","WR [4294] ","42.64","3.49","","14.5","","","","13.97","11.11","8","0.2","","1.02","3.29","0.49","","","","","","","","","","","","","","","","-0.46","","","","","","","","","","","","","","","","","","","","","","","","","","","","27","","411","199","","","","80","45","115","","","","","","27","755","28","206","42","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82668",
"[4294]","OCEAN ISLAND","HAWAIIAN ISLANDS / MAUI / HALEAKALA / REJUVENATED STAGE / HANA SERIES","","20.6706","20.6706","-156.3907","-156.3907","SAE","","","s_BEM-203 [4294]","ANKARAMITE [4294]","","","","","","","","","VOL","","","","","WR [4294] ","43.1","3.14","","13.86","","","","13.75","12.05","8.71","0.19","","0.97","2.36","0.36","","","","","","","","","","","","","","","","-0.01","","","","","","","","","","","","","","","","","","","","","","","","","","","","28","","408","352","","","","121","89","105","","","","","","27","608","25","175","37","","","","","","","","","","","","","425","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82670",
"[4294]","OCEAN ISLAND","HAWAIIAN ISLANDS / MAUI / HALEAKALA / REJUVENATED STAGE / HANA SERIES","","20.6597","20.6597","-156.3569","-156.3569","SAE","","","s_EMH-50 [4294]","ANKARAMITE [4294]","","","","","","","","","VOL","","","","","WR [4294] ","44.23","2.92","","13.85","","","","13.07","11.37","9.16","0.19","","1.05","2.88","0.41","","","","","","","","","","","","","","","","0.09","","","","","","","","","","","","","","","","","","","","","","","","","","","","28","","333","434","","","","175","99","109","","","","","","26","597","27","190","41","","","","","","","","","","","","","445","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82671",
"[4294]","OCEAN ISLAND","HAWAIIAN ISLANDS / MAUI / HALEAKALA / REJUVENATED STAGE / HANA SERIES","","20.6958","20.6958","-156.3017","-156.3017","SAE","","","s_EMH-4 [4294]","ANKARAMITE [4294]","","","","","","","","","VOL","","","","","WR [4294] ","42.76","3.26","","13.38","","","","13.95","11.81","9.52","0.19","","0.9","2.57","0.41","","","","","","","","","","","","","","","","0.27","","","","","","","","","","","","","","","","","","","","","","","","","","","","28","","386","395","","","","160","75","104","","","","","","22","625","26","184","37","","","","","","","","","","","","","435","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82672",
"[4294]","OCEAN ISLAND","HAWAIIAN ISLANDS / MAUI / HALEAKALA / REJUVENATED STAGE / HANA SERIES","","20.6567","20.6567","-156.3364","-156.3364","SAE","","","s_BEM-44 [4294]","ANKARAMITE [4294]","","","","","","","","","VOL","","","","","WR [4294] ","43.37","3.17","","13.63","","","","14.24","11.38","9.92","0.2","","1","2.2","0.43","","","","","","","","","","","","","","","","-0.53","","","","","","","","","","","","","","","","","","","","","","","","","","","","28","","383","379","","","","128","46","117","","","","","","24","617","25","187","38","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82673",
"[4294]","OCEAN ISLAND","HAWAIIAN ISLANDS / MAUI / HALEAKALA / REJUVENATED STAGE / HANA SERIES","","20.6883","20.6883","-156.3169","-156.3169","SAE","","","s_EMH-42 [4294]","ANKARAMITE [4294]","","","","","","","","","VOL","","","","","WR [4294] ","43.28","2.86","","12.84","","","","13.72","11.71","10.71","0.19","","0.9","2.64","0.38","","","","","","","","","","","","","","","","0.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","28","","367","477","","","","202","65","105","","","","","","22","562","25","168","35","","","","","","","","","","","","","380","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82674",
"[4294]","OCEAN ISLAND","HAWAIIAN ISLANDS / MAUI / HALEAKALA / REJUVENATED STAGE / HANA SERIES","","20.6203","20.6203","-156.4406","-156.4406","SAE","","","s_EMH-18 [4294]","ANKARAMITE [4294]","","","","","","","","","VOL","","","","","WR [4294] ","42.73","2.95","","12.41","","","","13.57","11.37","11.42","0.18","","0.87","2.4","0.34","","","","","","","","","","","","","","","","0.16","","","","","","","","","","","","","","","","","","","","","","","","","","","","27","","357","549","","","","277","112","103","","","","","","22","532","25","165","34","","","","","","","","","","","","","417","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82675",
"[4294]","OCEAN ISLAND","HAWAIIAN ISLANDS / MAUI / HALEAKALA / REJUVENATED STAGE / HANA SERIES","","20.6289","20.6289","-156.4213","-156.4213","SAE","","","s_EMH-49 [4294]","ANKARAMITE [4294]","","","","","","","","","VOL","","","","","WR [4294] ","43.15","2.78","","12.25","","","","13.45","10.97","11.94","0.19","","0.85","2.39","0.35","","","","","","","","","","","","","","","","0.18","","","","","","","","","","","","","","","","","","","","","","","","","","","","27","","335","672","","","","333","113","105","","","","","","22","525","24","164","34","","","","","","","","","","","","","403","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82676",
"[4294]","OCEAN ISLAND","HAWAIIAN ISLANDS / MAUI / HALEAKALA / REJUVENATED STAGE / HANA SERIES","","20.6289","20.6289","-156.2661","-156.2661","SAE","","","s_EMH-101 [4294]","ANKARAMITE [4294]","","","","","","","","","VOL","","","","","WR [4294] ","42.67","2.75","","11.83","","","","14.06","11.32","12.77","0.19","","0.76","2.19","0.36","","","","","","","","","","","","","","","","0.19","","","","","","","","","","","","","","","","","","","","","","","","","","","","31","","384","566","","","","289","49","107","","","","","","18","529","23","159","31","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82677",
"[4294]","OCEAN ISLAND","HAWAIIAN ISLANDS / MAUI / HALEAKALA / REJUVENATED STAGE / HANA SERIES","","20.6583","20.6583","-156.4253","-156.4253","SAE","","","s_BEM-163 [4294]","ANKARAMITE [4294]","","","","","","","","","VOL","","","","","WR [4294] ","42.64","2.53","","11.13","","","","13.07","11.48","13.61","0.18","","0.72","3.08","0.31","","","","","","","","","","","","","","","","-0.33","","","","","","","","","","","","","","","","","","","","","","","","","","","","30","","344","758","","","","312","69","101","","","","","","17","496","21","139","28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82678",
"[4294]","OCEAN ISLAND","HAWAIIAN ISLANDS / MAUI / HALEAKALA / REJUVENATED STAGE / HANA SERIES","HANAMANIOA CO-ERUPTIVE SEQUENCE","20.6392","20.6392","-156.3955","-156.3955","SAE","","","s_EMH-26 [4294]","ANKARAMITE [4294]","","","","","","","","","VOL","","","","","WR [4294] ","42.6","3.6","","12.84","","","","13.38","12.48","8.15","0.2","","1.25","3.05","0.51","0.2","","","","0.16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31","","406","305","","","","135","166","111","","","","","","29","762","26","232","49","","","","","","","","","","","","","528","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82679",
"[4294]","OCEAN ISLAND","HAWAIIAN ISLANDS / MAUI / HALEAKALA / REJUVENATED STAGE / HANA SERIES","HANAMANIOA CO-ERUPTIVE SEQUENCE","20.6343","20.6343","-156.3945","-156.3945","SAE","","","s_EMH-27 [4294]","ANKARAMITE [4294]","","","","","","","","","VOL","","","","","WR [4294] ","42.85","3.61","","13","","","","13.42","12.5","8.04","0.19","","1.28","3.26","0.53","0.11","","","","0.12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31","","406","283","","","","129","173","110","","","","","","29","770","27","234","50","","","","","","","","","","","","","519","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82680",
"[4294]","OCEAN ISLAND","HAWAIIAN ISLANDS / MAUI / HALEAKALA / REJUVENATED STAGE / HANA SERIES","HANAMANIOA CO-ERUPTIVE SEQUENCE","20.6354","20.6354","-156.3822","-156.3822","SAE","","","s_EMH-29 [4294]","ANKARAMITE [4294]","","","","","","","","","VOL","","","","","WR [4294] ","43.06","3.67","","13.08","","","","13.55","12.41","8.34","0.19","","1.28","3.06","0.52","0.19","","","","0.14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27","","380","196","","","","119","129","109","","","","","","30","758","27","237","50","","","","","","","","","","","","","521","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82681",
"[4294]","OCEAN ISLAND","HAWAIIAN ISLANDS / MAUI / HALEAKALA / REJUVENATED STAGE / HANA SERIES","HANAMANIOA CO-ERUPTIVE SEQUENCE","20.6344","20.6344","-156.3793","-156.3793","SAE","","","s_EMH-30 [4294]","ANKARAMITE [4294]","","","","","","","","","VOL","","","","","WR [4294] ","42.93","3.65","","13.03","","","","13.43","12.59","8.28","0.19","","1.3","3.31","0.52","0.14","","","","0.03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28","","389","277","","","","133","122","110","","","","","","29","761","26","233","50","","","","","","","","","","","","","505","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82682",
"[18574]","RIFT VOLCANICS","MID-AFRICAN RIFT SYSTEM / CAMEROON LINE (CONTINENTAL SECTION) / CENTRAL CAMEROON LINE / GUENFALABO RING COMPLEX","","7.6","7.75","12.3","12.5","SAE","","","s_NA3 [18574]","ANKARAMITE [18574]","","","","","","","","","VOL","","","","","WR [18574] ","38.98","3.16","","13.02","","","","10.07","16.12","6.74","0.2","","1.86","2.46","0.62","","","","","","","","","","","","","","","","5.27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","248","","","","","144","","","","","","","","50","957","56.14","253","111.15","","","","","","","","","","","","","827","56.14","111.15","","49.6","10.28","3.15","7.85","","5.78","","2.38","","2.03","0.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","838844",
