"CITATIONS","TECTONIC SETTING","LOCATION","LOCATION COMMENT","LATITUDE MIN","LATITUDE MAX","LONGITUDE MIN","LONGITUDE MAX","LAND OR SEA","ELEVATION MIN","ELEVATION MAX","SAMPLE NAME","ROCK NAME","MIN. AGE (YRS.)","MAX. AGE (YRS.)","GEOL.","AGE","ERUPTION DAY","ERUPTION MONTH","ERUPTION YEAR","ROCK TEXTURE","ROCK TYPE","DRILL DEPTH MIN","DRILL DEPTHAX","ALTERATION","MINERAL","MATERIAL","SIO2(WT%)","TIO2(WT%)","B2O3(WT%)","AL2O3(WT%)","CR2O3(WT%)","FE2O3(WT%)","FEO(WT%)","FEOT(WT%)","CAO(WT%)","MGO(WT%)","MNO(WT%)","NIO(WT%)","K2O(WT%)","NA2O(WT%)","P2O5(WT%)","H2O(WT%)","H2OP(WT%)","H2OM(WT%)","H2OT(WT%)","CO2(WT%)","CO1(WT%)","F(WT%)","CL(WT%)","CL2(WT%)","OH(WT%)","CH4(WT%)","SO2(WT%)","SO3(WT%)","SO4(WT%)","S(WT%)","LOI(WT%)","VOLATILES(WT%)","O(WT%)","OTHERS(WT%)","HE(CCM/G)","HE(CCMSTP/G)","HE3(CCMSTP/G)","HE3(AT/G)","HE4(CCM/G)","HE4(CCMSTP/G)","HE4(AT/G)","HE4(MOLE/G)","HE4(NCC/G)","HE(NCC/G)","LI(PPM)","BE(PPM)","B(PPM)","C(PPM)","CO2(PPM)","F(PPM)","NA(PPM)","MG(PPM)","AL(PPM)","P(PPM)","S(PPM)","CL(PPM)","K(PPM)","CA(PPM)","SC(PPM)","TI(PPM)","V(PPM)","CR(PPM)","MN(PPM)","FE(PPM)","CO(PPM)","NI(PPM)","CU(PPM)","ZN(PPM)","GA(PPM)","GE(PPM)","AS(PPM)","SE(PPM)","BR(PPM)","RB(PPM)","SR(PPM)","Y(PPM)","ZR(PPM)","NB(PPM)","MO(PPM)","RU(PPM)","RH(PPM)","PD(PPM)","AG(PPM)","CD(PPM)","IN(PPM)","SN(PPM)","SB(PPM)","TE(PPM)","I(PPM)","CS(PPM)","BA(PPM)","LA(PPM)","CE(PPM)","PR(PPM)","ND(PPM)","SM(PPM)","EU(PPM)","GD(PPM)","TB(PPM)","DY(PPM)","HO(PPM)","ER(PPM)","TM(PPM)","YB(PPM)","LU(PPM)","HF(PPM)","TA(PPM)","W(PPM)","RE(PPM)","OS(PPM)","IR(PPM)","PT(PPM)","AU(PPM)","HG(PPM)","TL(PPM)","PB(PPM)","BI(PPM)","TH(PPM)","U(PPM)","ND143_ND144","ND143_ND144_INI","EPSILON_ND","SR87_SR86","SR87_SR86_INI","PB206_PB204","PB206_PB204_INI","PB207_PB204","PB207_PB204_INI","PB208_PB204","PB208_PB204_INI","OS184_OS188","OS186_OS188","OS187_OS186","OS187_OS188","RE187_OS186","RE187_OS188","HF176_HF177","HE3_HE4","HE3_HE4(R/R(A))","HE4_HE3","HE4_HE3(R/R(A))","K40_AR40","AR40_K40","UNIQUE_ID",
"[26631]","INTRAPLATE VOLCANICS","ANATOLIA-IRAN BELT / TURKEY / EASTERN ANATOLIAN VOLCANIC BELT","HARSIT","40.823","40.823","32.9109","32.9109","SAE","","","s_GH3 [26631]","BASALTIC-TRACHYANDESITE [26631]","","","UPPER [26631]","CRETACEOUS [26631]","","","","","VOL","","","","","WR [26631] ","50.22","1.28","","16.48","","","","9.3","2.11","8.94","0.09","","2.85","3.28","0.33","","","","","","","","","","","","","","","","3.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","23","","163","","","","36.7","64.4","","","18.8","","","","","31.5","241.8","26.7","138","7.6","","","","","","","","","","","","0.4","344","18.4","44.1","5.55","23.6","5.1","1.65","5.17","0.84","5.08","1.01","2.9","0.41","2.55","0.4","3.4","0.5","","","","","","","","","","","2.2","0.5","","","","","","","","","","","","","","","","","","","","","","","","","2485554",
"[26636]","INTRAPLATE VOLCANICS","ANATOLIA-IRAN BELT / IRAN / SANANDAJ-SIRJAN ARC","SONGHOR AREA","35","35","47.8","47.8","SAE","","","s_SQ-1 [26636]","BASALTIC-TRACHYANDESITE [26636]","","","","JURASSIC [26636]","","","","","VOL","","","","","WR [26636] ","51.648","1.448","","15.405","","","","9.12","8.145","6.445","0.138","","1.092","4.634","0.261","","","","","","","","","","","","","","","","1.13","","","","","","","","","","","","","","16.5754979877584","","","","","","","","","","","","","","29.1386123923662","","170.166700692232","81.9084352139438","","","24.7439505720451","39.9221772408501","35.7578661802062","190.947489711947","16.4993976649403","","","","","45.8145634095605","240.76001905288","23.8222836910441","25.5371402751156","6.74693371140121","","","","","","","","","","","","1.37052939318975","125.59386924102","16.4615185699462","33.543218493619","4.04187193387933","16.833925842014","4.12993105096992","1.28600466909201","4.46591390205317","0.717893726883933","4.70840936400873","0.960644848612673","2.73624149865705","0.386277640294033","2.47534174004082","0.369534597493746","1.00905751871339","0.343711150882239","","","","","","","","","7.47985909721655","","4.32055265329039","1.00693281008066","0.512787","0.512641420061461","","0.705052","0.703877650658394","","","","","","","","","","","","","","","","","","","","2486363",
"[26636]","INTRAPLATE VOLCANICS","ANATOLIA-IRAN BELT / IRAN / SANANDAJ-SIRJAN ARC","SONGHOR AREA","35","35","47.8","47.8","SAE","","","s_SQ-20 [26636]","BASALTIC-TRACHYANDESITE [26636]","","","","JURASSIC [26636]","","","","","VOL","","","","","WR [26636] ","52.787","1.611","","15.685","","","","9.82","6.098","4.134","0.122","","1.367","5.57","0.304","","","","","","","","","","","","","","","","2.15246872942727","","","","","","","","","","","","","","11.2527838819713","","","","","","","","","","","","","","23.9561755113504","","205.878793089745","15.5272463264454","","","18.7984736851774","8.24287546621476","19.3135850802446","59.0742602534358","13.7663294918504","","","","","22.8945269244775","200.422284812039","22.946872070382","112.607842902041","5.52772000077007","","","","","","","","","","","","1.40031330642771","255.496535760031","14.5870703804635","31.0227548549651","3.84098515761768","16.7664798865487","3.92035694400389","1.19543106973629","4.44500990171948","0.706351433594814","4.3360133470065","0.941739909588789","2.56083104698807","0.359208405715111","2.23154044072318","0.337521454849186","3.32438636432245","0.437310067340137","","","","","","","","","2.05419946299301","","2.9957005978074","0.837090074847291","","","","","","","","","","","","","","","","","","","","","","","","","2486364",
"[26636]","INTRAPLATE VOLCANICS","ANATOLIA-IRAN BELT / IRAN / SANANDAJ-SIRJAN ARC","SONGHOR AREA","35","35","47.8","47.8","SAE","","","s_SQ-2 [26636]","BASALTIC-TRACHYANDESITE [26636]","","","","JURASSIC [26636]","","","","","VOL","","","","","WR [26636] ","54.476","1.535","","15.581","","","","8.06","7.822","4.282","0.161","","2.072","4.125","0.324","","","","","","","","","","","","","","","","1.08079470198666","","","","","","","","","","","","","","14.4212266302348","","","","","","","","","","","","","","20.1076212078377","","170.965657960144","7.4891036480336","","","13.3321764626702","5.11306296366964","13.9056983876874","76.9480940185849","17.377476289616","","","","","54.9785320658678","265.316748301053","30.9683869191279","22.735936218193","13.0034186102526","","","","","","","","","","","","0.76868526856283","365.118841210099","26.7568018890264","54.3375871827988","6.54578812221638","26.1760786673839","5.73726896895932","1.7265413180712","6.23794442457449","0.919864778605949","5.98802893742775","1.16910191887827","3.43222251356461","0.489741043407876","3.06215542270912","0.463307326194644","1.04776927163413","0.82323952281728","","","","","","","","","10.2929190857425","","7.34297212102903","1.57559476245888","0.512734","0.51260394132131","","0.705624","0.704345116713517","","","","","","","","","","","","","","","","","","","","2486365",
"[26636]","INTRAPLATE VOLCANICS","ANATOLIA-IRAN BELT / IRAN / SANANDAJ-SIRJAN ARC","SONGHOR AREA","35","35","47.8","47.8","SAE","","","s_SQ-11 [26636]","BASALTIC-TRACHYANDESITE [26636]","","","","JURASSIC [26636]","","","","","VOL","","","","","WR [26636] ","54.69","1.581","","15.674","","","","5.76","8.1","5.459","0.05","","2.618","3.605","0.236","","","","","","","","","","","","","","","","2.47475321423418","","","","","","","","","","","","","","6.40721222601671","","","","","","","","","","","","","","21.0493973632621","","191.767073216868","7.14968982845955","","","7.26596883276672","5.23251670068392","8.81994310220794","18.8524716234881","19.8488997404879","","","","","66.0613002877827","284.57229749076","27.3526134965814","41.3357992792393","12.4630752064201","","","","","","","","","","","","1.27602636663539","334.703178526188","26.4058969352871","44.2994728935563","4.89891723867956","19.2837686525922","4.24477648704057","1.16667126178471","4.5999533460599","0.70832864421637","4.69584863087709","0.938046264800982","2.72723241627377","0.392321581648028","2.52028978729648","0.398531888583173","1.73568565019195","0.890175866369246","","","","","","","","","3.28927418569637","","8.48531580294838","2.85441769014548","0.512638","0.512507385377293","","0.706421","0.704988182725789","","","","","","","","","","","","","","","","","","","","2486366",
"[26636]","INTRAPLATE VOLCANICS","ANATOLIA-IRAN BELT / IRAN / SANANDAJ-SIRJAN ARC","SONGHOR AREA","35","35","47.8","47.8","SAE","","","s_SQ-22 [26636]","BASALTIC-TRACHYANDESITE [26636]","","","","JURASSIC [26636]","","","","","VOL","","","","","WR [26636] ","53.415","1.533","","16.354","","","","6.27","6.794","5.178","0.241","","1.893","5.117","0.478","","","","","","","","","","","","","","","","2.6781142463869","","","","","","","","","","","","","","15.8573641308677","","","","","","","","","","","","","","24.4592102146415","","111.244450245799","31.8723760719307","","","14.2334775551453","22.32780155203","29.2087119465159","309.108651976265","20.2493713485795","","","","","30.2360562192946","109.377731837918","52.693558415499","335.562461662237","19.4198072192909","","","","","","","","","","","","0.445268488428297","183.319063526837","25.7501415899888","60.6133116228793","7.75173843050619","33.4660087941167","8.37047075928073","2.26643998149825","9.28397766499528","1.5438667156132","10.0483252685558","2.08974832653536","6.17011150658734","0.859311653166867","5.46336290796847","0.83186333387195","8.90077007429186","1.21361835806865","","","","","","","","","13.3315731213246","","6.02883822844298","1.68168569518537","0.512809","0.512660580024626","","0.70641","0.704691944549375","","","","","","","","","","","","","","","","","","","","2486367",
"[26636]","INTRAPLATE VOLCANICS","ANATOLIA-IRAN BELT / IRAN / SANANDAJ-SIRJAN ARC","SONGHOR AREA","35","35","47.8","47.8","SAE","","","s_SQ-16  [26636]","BASALTIC-TRACHYANDESITE [26636]","","","","JURASSIC [26636]","","","","","VOL","","","","","WR [26636] ","51.178","1.396","","16.437","","","","10.64","3.108","8.019","0.078","","0.917","5.865","0.223","","","","","","","","","","","","","","","","1.56946141032761","","","","","","","","","","","","","","11.5166184349949","","","","","","","","","","","","","","37.426992012512","","215.929409703412","21.7000752076085","","","20.0619983618068","17.340749118209","119.411798559683","85.0040896981873","16.8063508633996","","","","","15.9019100710402","100.231078450494","23.5718081317367","56.8818931234135","1.03951300219959","","","","","","","","","","","","0.586522731322388","63.555493360415","6.45797349362368","15.4055930237826","2.0958619513625","9.86713526659062","2.92815599524696","0.932349351206577","3.68331605095212","0.627999809489553","4.29124157513894","0.959331319841691","2.84656348007543","0.407540171017676","2.72623902233135","0.416739488308907","2.0950874351789","7.94091938226874E-02","","","","","","","","","2.23423562376632","","1.60738539477851","0.448257335195257","0.512833","0.512656902991943","","0.70655","0.705570761041015","","","","","","","","","","","","","","","","","","","","2486368",
"[26672]","CONVERGENT MARGIN","ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / CHILE / ANDACOLLO DEPOSIT","DRILLCORE DDH-11-58, ANDACOLLO","-30.25","-30.25","-71.09","-71.09","SAE","1087.455","1087.455","s_CDA-7 [26672]","BASALTIC-TRACHYANDESITE [26672]","104000000 [26672]","104000000 [26672]","LOWER [26672]","CRETACEOUS [26672]","","","","","VOL","114.35","144.84","","","WR [26672] ","49.92","0.929","","18.19","","5.83","4","9.25","3.78","4.28","0.152","","2.91","4.86","0.25","","","","","","","","","","","","","","","","4.54","","","","","","","","","","","","","","","","","","","","","","","1146.14988275623","","","25397.2092827625","","22.3","5851.36854502056","335","3.4","","","26.3","13","12","","","","","","","68","738","15","66","2","","","","","","","","","1.6","","","4.1","638","16","32.7","4.33","18","4.25","1.27","3.42","0.54","3.13","0.59","1.73","0.262","1.74","0.285","2","0.16","","","","","","","","0.08","18","","2.44","0.71","","","","","","","","","","","","","","","","","","","","","","","","","2491887",
"[26672]","CONVERGENT MARGIN","ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / CHILE / MANTOVERDE DEPOSIT","MANTOVERDE","-26.5267923863656","-26.5267923863656","-70.3194499008631","-70.3194499008631","SAE","923","923","s_MV-11 [26672]","BASALTIC-TRACHYANDESITE [26672]","117000000 [26672]","121000000 [26672]","LOWER [26672]","CRETACEOUS [26672]","","","","","VOL","","","","","WR [26672] ","51.21","1.001","","14.75","","8.54","2.9","10.59","4.65","3.23","0.164","","4.05","1.18","0.18","","","","","","","","","","","","","","","","6.76","","","","","","","","","","","","","","","","","","","","","","","854.39007130804","","","36595.7215176093","","24.6","6527.66860813238","209","94.7","","","15.4","36","14","","","","","","","93","50","18","132","4","","","","","","","","","1.9","","","1","377","6.87","16.4","2.16","9.89","2.4","0.636","2.82","0.51","3.52","0.8","2.51","0.385","2.61","0.415","3.4","0.3","","","","","","","","0","0","","2.58","0.92","","","","","","","","","","","","","","","","","","","","","","","","","2491915",
"[26672]","CONVERGENT MARGIN","ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / CHILE / MANTOVERDE DEPOSIT","MANTOVERDE","-26.5263629260199","-26.5263629260199","-70.3200069935269","-70.3200069935269","SAE","919","919","s_MV-12 [26672]","BASALTIC-TRACHYANDESITE [26672]","117000000 [26672]","121000000 [26672]","LOWER [26672]","CRETACEOUS [26672]","","","","","VOL","","","","","WR [26672] ","49.41","1.023","","16.08","","6.3","2.9","8.57","5.2","3.27","0.411","","4.13","3.7","0.24","","","","","","","","","","","","","","","","5.86","","","","","","","","","","","","","","","","","","","","","","","1129.24112924113","","","36992.7911594578","","27.9","6612.89173789174","261","59.7","","","22.3","15","230","","","","","","","64","224","21","124","5.5","","","","","","","","","1.3","","","1.2","2753","14.7","34","4.53","19.8","4.7","1.46","4.51","0.71","4.38","0.86","2.43","0.365","2.44","0.375","3.2","0.38","","","","","","","","0.13","0","","4.16","1.22","","","","","","","","","","","","","","","","","","","","","","","","","2491916",
"[13516]","RIFT VOLCANICS","EAST AFRICAN RIFT / KENYA RIFT (EASTERN EAST AFRICAN RIFT) / SOUTHERN KENYA RIFT / OLMOTI CALDERA","LOWER PART OF THE EXPOSED CRATER WALL SECTION","-3.0216","-3.0216","35.6778","35.6778","SAE","","","s_OLT-5 [13516]","BASALTIC-TRACHYANDESITE [13516]","1090000 [13516]","1850000 [13516]","","NEOGENE [13516]","","","","","VOL","","","","","WR [13516] ","53.8","2.5","","15.88","","","","10.95","5.82","2.71","0.16","","2.04","4.36","0.54","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","153.5","14.8","","","","","","","","","","","","44","664.7","51.5","361.6","97.3","","","","","","","","","","","","","1009.8","103.7","166.6","19.3","70.3","12.3","3.6","11.5","1.6","8.2","1.6","4.2","","3.7","0.6","8.4","5.1","","","","","","","","","10.7","","11.9","2.4","","","","0.704732","","18.14","","15.44","","38.79","","","","","","","","","","","","","","","249514",
"[13516]","RIFT VOLCANICS","EAST AFRICAN RIFT / KENYA RIFT (EASTERN EAST AFRICAN RIFT) / SOUTHERN KENYA RIFT / OLMOTI CALDERA","LOWER PART OF THE EXPOSED CRATER WALL SECTION","-3.0216","-3.0216","35.6798","35.6798","SAE","","","s_OLT-6 [13516]","BASALTIC-TRACHYANDESITE [13516]","1090000 [13516]","1850000 [13516]","","NEOGENE [13516]","","","","","VOL","","","","","WR [13516] ","53.34","2.58","","15.53","","","","11.16","5.68","2.49","0.16","","2.01","4.49","0.56","","","","","","","","","","","","","","","","0.59","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","156.5","14.3","","","","","","","","","","","","37.5","688.5","58.1","390.6","104","","","","","","","","","","","","","1127.4","133.7","176.2","24.4","88.2","15.4","4.3","14.7","2","10.7","2.1","5.2","","4.4","0.6","8.8","5.3","","","","","","","","","9.2","","12.2","2.2","","","","","","","","","","","","","","","","","","","","","","","","","249515",
"[13516]","RIFT VOLCANICS","EAST AFRICAN RIFT / KENYA RIFT (EASTERN EAST AFRICAN RIFT) / SOUTHERN KENYA RIFT / OLMOTI CALDERA","UPPER PART OF THE EXPOSED CRATER WALL SECTION","-3.0285","-3.0285","35.6835","35.6835","SAE","","","s_OLT-7 [13516]","BASALTIC-TRACHYANDESITE [13516]","1090000 [13516]","1850000 [13516]","","NEOGENE [13516]","","","","","VOL","","","","","WR [13516] ","53.22","2.19","","17.46","","","","9.44","6.44","1.93","0.12","","1.78","4.7","0.53","","","","","","","","","","","","","","","","0.37","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","131.5","19.6","","","","","","","","","","","","42.4","892.1","37.4","358.5","90.4","","","","","","","","","","","","","1371.5","87.2","159.3","17.9","64.8","12.1","3.5","10.3","1.5","7.2","1.3","3.4","","3.1","0.4","7.2","4.4","","","","","","","","","14.1","","9.7","2.3","0.512546","","","0.705075","","18.57","","15.54","","39.4","","","","","","","","","","","","","","","249516",
"[26729]","CONVERGENT MARGIN","ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / CHILE / PUNTA DEL COBRE FORMATION - ALGARROBOS MEMBER","TRINIDAD CLAIM, COPIAPO AREA, PUNTA DEL COBRE MINING DISTRICT","-27.493782364977","-27.493782364977","-70.2409469536366","-70.2409469536366","SAE","","","s_PC 924 [26729]","BASALTIC-TRACHYANDESITE [26729]","","","","","","","","","VOL","","","","","WR [26729] ","49.75","0.81","","16.13","","","","5.52","5.36","6.44","0.31","","2.12","4.88","0.15","","","","","","","","","","","","","","","","7.38","","","","","","","","","","","","","","","","","","","","","","","","336","","","","","","209","232","","","30","37","0","187","15","","","","","42","177","20","85","0","","","","","","","","","","","","","1489","7","20","","0","","","","","","","","","","","3","","","","","","","","","","0","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","2504466",
"[26729]","CONVERGENT MARGIN","ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / CHILE / PUNTA DEL COBRE FORMATION - ALGARROBOS MEMBER","QUEBRADA LA PEPITA, COPIAPO AREA, PUNTA DEL COBRE MINING DISTRICT","-27.5387740964479","-27.5387740964479","-70.2950814143307","-70.2950814143307","SAE","","","s_PC 1074 [26729]","BASALTIC-TRACHYANDESITE [26729]","","","","","","","","","VOL","","","","","WR [26729] ","52.84","1.16","","18.33","","","","7.97","7.32","3.78","0.05","","1.55","4.37","0.2","","","","","","","","","","","","","","","","0.87","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","237","64","","","","5","","","","","","","","63","326","22","128","5","","","","","","","","","","","","","287","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2504471",
"[26729]","CONVERGENT MARGIN","ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / CHILE / PUNTA DEL COBRE FORMATION - ALGARROBOS MEMBER","VALLEY OF RIO COPIAPO, COPIAPO AREA, PUNTA DEL COBRE MINING DISTRICT","-27.500121490722","-27.500121490722","-70.2726621372543","-70.2726621372543","SAE","","","s_PC 1076 [26729]","BASALTIC-TRACHYANDESITE [26729]","","","","","","","","","VOL","","","","","WR [26729] ","53.52","0.87","","17.16","","","","7.15","3.36","7.11","0.21","","2.28","6.42","0.14","","","","","","","","","","","","","","","","1.02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","175","152","","","","24","","","","","","","","86","217","17","127","5","","","","","","","","","","","","","239","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2504472",
"[26729]","CONVERGENT MARGIN","ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / CHILE / PUNTA DEL COBRE FORMATION - ALGARROBOS MEMBER","QUEBRADA LA PEPITA, COPIAPO AREA, PUNTA DEL COBRE MINING DISTRICT","-27.5422638425237","-27.5422638425237","-70.2983628633672","-70.2983628633672","SAE","","","s_PC 1210 [26729]","BASALTIC-TRACHYANDESITE [26729]","","","","","","","","","VOL","","","","","WR [26729] ","51.97","1.29","","19.62","","","","6.04","3.61","5.51","0.07","","3.25","4.98","0.08","","","","","","","","","","","","","","","","0.74","","","","","","","","","","","","","","","","","","","","","","","","64","","","","","","163","19","","","261","17","0","40","12","","","","","149","353","22","211","0","","","","","","","","","","","","","111","5","0","","6","","","","","","","","","","","2","","","","","","","","","","0","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","2504478",
"[26729]","CONVERGENT MARGIN","ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / CHILE / PUNTA DEL COBRE FORMATION - ALGARROBOS MEMBER","QUEBRADA LAS PINTADAS, COPIAPO AREA, PUNTA DEL COBRE MINING DISTRICT","-27.5829972181361","-27.5829972181361","-70.3433144137182","-70.3433144137182","SAE","","","s_PC 1028 [26729]","BASALTIC-TRACHYANDESITE [26729]","","","","","","","","","VOL","","","","","WR [26729] ","53.69","0.71","","17.86","","","","6.38","8.26","4.7","0.04","","0.57","5.38","0.17","","","","","","","","","","","","","","","","1.85","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","249","56","","","","22","","","","","","","","23","820","22","112","6","","","","","","","","","","","","","180","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2504481",
"[26729]","CONVERGENT MARGIN","ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / CHILE / PUNTA DEL COBRE FORMATION - ALGARROBOS MEMBER","QUEBRADA NANTOCO, COPIAPO AREA, PUNTA DEL COBRE MINING DISTRICT","-27.5520662095959","-27.5520662095959","-70.2926041686097","-70.2926041686097","SAE","","","s_PC 1325 [26729]","BASALTIC-TRACHYANDESITE [26729]","","","","","","","","","VOL","","","","","WR [26729] ","53.2","1.04","","17.56","","","","7.94","4.56","5.32","0.16","","2.29","4.31","0.17","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","28","","","","","","229","102","","","33","24","13","40","17","","","","","62","172","29","140","8","","","","","","","","","","","","","553","14","34","","18","","","","","","","","","","","5","","","","","","","","","","6","","6","3","","","","","","","","","","","","","","","","","","","","","","","","","2504485",
